Facility Name,Site Address,Facility Type,Last Inspection Date,url_entity_partial,category,Risk Rating,Type,Offense,Enforcement,Date Issued,Date Of Conviction,url_entity_full
YMCA of Three Rivers at Woodland Glen,130 Woodland Glen Dr  Guelph ON N1G 4M3,Child Care Centre,02-Apr-2024,location.href = '/Facility/Details/010d71f7-e2dc-408f-8601-a964694df2d0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/010d71f7-e2dc-408f-8601-a964694df2d0
YMCA of Three Rivers Before and After School Program at Aberfoyle Public School,16 Old Brock Rd  Puslinch ON N0B 2J0,Before & After School Program,15-Nov-2023,location.href = '/Facility/Details/2aaa8fc1-4fac-4d86-aa28-5fa7fd1e5652' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2aaa8fc1-4fac-4d86-aa28-5fa7fd1e5652
YMCA of Three Rivers Before and After School Program at Arthur Y Child Care,315 Tucker St  Arthur ON N0G 1A0,Before & After School Program,18-Aug-2023,location.href = '/Facility/Details/0270c53c-609b-4bf1-a5d1-7813e41aed1e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0270c53c-609b-4bf1-a5d1-7813e41aed1e
YMCA of Three Rivers Before and After School Program at Brant Ave Public School,64 Brant Ave  Guelph ON N1E 1G2,Before & After School Program,04-Oct-2023,location.href = '/Facility/Details/74493721-2c07-4140-ac72-e3d0557707cb' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/74493721-2c07-4140-ac72-e3d0557707cb
YMCA of Three Rivers Before and After School Program at Central Public School,97 Dublin St N  Guelph ON N1H 4N2,Before & After School Program,03-Oct-2023,location.href = '/Facility/Details/ec090330-330a-4eb8-857c-f5ed6c1264f8' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/ec090330-330a-4eb8-857c-f5ed6c1264f8
YMCA of Three Rivers Before and After School Program at Ecole Guelph Lake Public School,595 Watson Pkwy N  Guelph ON N1E 6X2,Before & After School Program,12-Oct-2023,location.href = '/Facility/Details/bf85de4a-2cbc-4498-9089-441165dfc29e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/bf85de4a-2cbc-4498-9089-441165dfc29e
YMCA of Three Rivers Before and After School Program at Edward Johnson Public School,397 Stevenson St N  Guelph ON N1E 5C1,Before & After School Program,04-Dec-2023,location.href = '/Facility/Details/e9af7d56-1ac6-41ef-8331-41eea44a54c0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e9af7d56-1ac6-41ef-8331-41eea44a54c0
YMCA of Three Rivers Before and After School Program at Fred A. Hamilton,160 Ironwood Rd  Guelph ON N1G 3R4,Before & After School Program,08-Nov-2023,location.href = '/Facility/Details/aa2623eb-28a3-4036-91c9-8d73964f0034' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/aa2623eb-28a3-4036-91c9-8d73964f0034
YMCA of Three Rivers Before and After School Program at Gateway Drive Public School,33 Gateway Dr  Guelph ON N1H 6W8,Before & After School Program,26-Sep-2023,location.href = '/Facility/Details/b2a1fc42-daf9-406a-a22e-21c40299ac3e' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b2a1fc42-daf9-406a-a22e-21c40299ac3e
YMCA of Three Rivers Before and After School Program at Harris Mill Public School,207 MacLennan St  Rockwood ON N0B 2K0,Before & After School Program,13-Oct-2023,location.href = '/Facility/Details/6e39a073-3b61-4e95-9e66-94a9333b6642' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/6e39a073-3b61-4e95-9e66-94a9333b6642
YMCA of Three Rivers Before and After School Program at Holy Trinity Catholic School,487 Grange Rd  Guelph ON N1E 7C4,Before & After School Program,06-Oct-2023,location.href = '/Facility/Details/67effdba-8d82-4f54-ad06-f56102cf37b8' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/67effdba-8d82-4f54-ad06-f56102cf37b8
YMCA of Three Rivers Before and After School Program at Jean Little Public School,56 Youngman Dr  Guelph ON N1G 4L2,Before & After School Program,15-Nov-2023,location.href = '/Facility/Details/d7f34dbe-8e91-461d-93e7-1e7070013df7' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d7f34dbe-8e91-461d-93e7-1e7070013df7
YMCA of Three Rivers Before and After School Program at John Galt Public School,50 Laurine Avenue  Guelph Ontario N1E 4M9,Before & After School Program,29-Nov-2023,location.href = '/Facility/Details/2b7869fa-6e82-44ed-9f41-635c3afd5f34' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2b7869fa-6e82-44ed-9f41-635c3afd5f34
YMCA of Three Rivers Before and After School Program at John McCrae Public School,189 Water St  Guelph ON N1G 1B3,Before & After School Program,25-Sep-2023,location.href = '/Facility/Details/772d0b54-59fb-4f2a-a91a-4cdf7ec515b0' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/772d0b54-59fb-4f2a-a91a-4cdf7ec515b0
YMCA of Three Rivers Before and After School Program at Ken Danby Public School,525 Grange Rd  Guelph ON N1E 7C4,Before & After School Program,10-Oct-2023,location.href = '/Facility/Details/6f8e3395-0c7c-4daa-a8cd-109ade54f819' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/6f8e3395-0c7c-4daa-a8cd-109ade54f819
YMCA of Three Rivers Before and After School Program at King George Public School,72 Lemon St  Guelph ON N1E 2H5,Before & After School Program,02-Oct-2023,location.href = '/Facility/Details/d9de08ee-b5c6-44a4-9079-588da04bcd76' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/d9de08ee-b5c6-44a4-9079-588da04bcd76
YMCA of Three Rivers Before and After School Program at Mitchell Woods Public School,670 Willow Rd  Guelph ON N1H 8K2,Before & After School Program,26-Sep-2023,location.href = '/Facility/Details/e5f1812f-1834-4cc0-acce-451fa64ed3dc' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e5f1812f-1834-4cc0-acce-451fa64ed3dc
YMCA of Three Rivers Before and After School Program at Paisley Road Public School,406 Paisley Rd  Guelph ON N1H 2R3,Before & After School Program,27-Sep-2023,location.href = '/Facility/Details/2d0a4290-12cc-4077-a6d6-3d21e8ec272b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2d0a4290-12cc-4077-a6d6-3d21e8ec272b
YMCA of Three Rivers Before and After School Program at Rickson Ridge Public School,177 Rickson Ave  Guelph ON N1G 4Y6,Before & After School Program,09-Nov-2023,location.href = '/Facility/Details/24ccfd84-88d8-4411-aa59-9bdd5f75a809' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/24ccfd84-88d8-4411-aa59-9bdd5f75a809
YMCA of Three Rivers Before and After School Program at St John Brebeuf,30 Millwood Road  Erin ON N0B 1T0,Before & After School Program,19-Oct-2023,location.href = '/Facility/Details/2c12bbeb-e2f3-495a-8783-2254772617d8' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/2c12bbeb-e2f3-495a-8783-2254772617d8
YMCA of Three Rivers Before and After School Program at St Joseph Catholic School,10 Guelph St  Guelph ON N1H 5Y8,Before & After School Program,14-Jun-2019,location.href = '/Facility/Details/1298a049-16f4-4fcd-8944-3de52d73248c' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/1298a049-16f4-4fcd-8944-3de52d73248c
YMCA of Three Rivers Before and After School Program at St Michael Catholic School,9 McElderry Rd  Guelph ON N1G 4K2,Before & After School Program,14-Nov-2023,location.href = '/Facility/Details/7c7066c1-cd16-45e7-bf9f-002f908e43bd' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7c7066c1-cd16-45e7-bf9f-002f908e43bd
YMCA of Three Rivers Before and After School Program at St Peter Catholic School,150 Westwood Rd  Guelph ON N1H 7G1,Before & After School Program,28-Sep-2023,location.href = '/Facility/Details/5e11cf10-5ddb-4910-b5db-7d93adc30f1b' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/5e11cf10-5ddb-4910-b5db-7d93adc30f1b
YMCA of Three Rivers Before and After School Program at William C. Winegard Public School,25 Lee St  Guelph ON N1E 7E7,Before & After School Program,04-Oct-2023,location.href = '/Facility/Details/4ef5d81a-fd6e-49a8-8d9e-822a87ae8c59' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4ef5d81a-fd6e-49a8-8d9e-822a87ae8c59
YMCA of Three Rivers Before and After School Program at Woodland Glen,130 Woodland Glen Dr  Guelph ON N1H 4M3,Before & After School Program,09-Nov-2023,location.href = '/Facility/Details/e7b48963-fde7-4fee-ad6d-def8e3c6acd3' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e7b48963-fde7-4fee-ad6d-def8e3c6acd3
Yolo Tattoos By: Amber,1-369 St. Andrew St. W  Fergus ON N1M1P1,Tattooing / Body Piercing,24-Aug-2023,location.href = '/Facility/Details/17ae555f-1638-4eff-831c-fc8e4c8994d6' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/17ae555f-1638-4eff-831c-fc8e4c8994d6
Younique Esthetics,280 Broadway  Orangeville ON L9W 1L2,"Aesthetics, Non-Invasive",04-May-2023,location.href = '/Facility/Details/43bd2c30-eac2-4fe1-a3c5-e18b76d95609' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/43bd2c30-eac2-4fe1-a3c5-e18b76d95609
Your Spa Solutions,379 Woolwich St  Guelph ON N1H 3W8,"Aesthetics, Non-Invasive",16-Jun-2023,location.href = '/Facility/Details/40739499-d100-41f1-aa65-4b7b5bddebbd' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/40739499-d100-41f1-aa65-4b7b5bddebbd
Youtopia Medical Spa,128 St Andrew St W  Fergus ON N1M 1N5,"Aesthetics, Invasive",04-Jul-2023,location.href = '/Facility/Details/7e49696f-a1ea-45c8-8ffe-0215effc523f' ,Personal Services & Child Care,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7e49696f-a1ea-45c8-8ffe-0215effc523f
Belwood Lodge and Camp,322 Third St  Belwood ON N0B 1J0,Recreational Camp,22-Jun-2023,location.href = '/Facility/Details/0eb49561-85bc-440e-8a25-d05037377d27' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/0eb49561-85bc-440e-8a25-d05037377d27
Camp Brebeuf,8434 Brebeuf Path  Rockwood ON N0B 2K0,Recreational Camp,20-Jun-2023,location.href = '/Facility/Details/dc07d6f6-05d8-4e38-a546-6f673e74b658' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/dc07d6f6-05d8-4e38-a546-6f673e74b658
Camp Nokomis,850 Eighth St  Fergus ON N1M 2W5,Recreational Camp,07-Jul-2023,location.href = '/Facility/Details/b3d6f814-1e34-4201-b645-98de7ab759f3' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/b3d6f814-1e34-4201-b645-98de7ab759f3
Camp Seedrioru,6338 Eighth Line W  Elora ON N0B 1S0,Recreational Camp,04-Jul-2023,location.href = '/Facility/Details/7dbc1aab-932d-40f3-ae35-961bf44940b1' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/7dbc1aab-932d-40f3-ae35-961bf44940b1
Conestoga Bible Camp,6791 Leslie Ln  Moorefield ON N0G 2K0,Recreational Camp,07-Jun-2023,location.href = '/Facility/Details/640023b3-1ae6-4670-8402-05077514a6f7' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/640023b3-1ae6-4670-8402-05077514a6f7
Evangelical Baptist Camp,8345 Wellington Road 19  Fergus ON N1M 2W4,Recreational Camp,10-Jul-2023,location.href = '/Facility/Details/af4ca57f-a134-4cf6-b8c9-055ee4b7639b' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/af4ca57f-a134-4cf6-b8c9-055ee4b7639b
Everton Scout Camp,5286 Seventh Line  Eramosa ON N0B 2K0,Recreational Camp,29-Aug-2019,location.href = '/Facility/Details/4fba743c-5942-4109-8fd0-b5e2b8de1907' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/4fba743c-5942-4109-8fd0-b5e2b8de1907
Guelph Bible Conference Centre,485 Waterloo Ave  Guelph ON N1H 3K4,Recreational Camp,27-Jun-2023,location.href = '/Facility/Details/e3fb9054-25c8-4fc6-81ef-5a742b6f5627' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/e3fb9054-25c8-4fc6-81ef-5a742b6f5627
Unicamp of Ontario Inc.,638159 Prince of Wales Rd  Mulmur ON L9V 0C5,Recreational Camp,06-Jul-2023,location.href = '/Facility/Details/3a09cf14-8c78-4806-9c33-3f5de48a4770' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/3a09cf14-8c78-4806-9c33-3f5de48a4770
YMCA Camp Belwood,0008 Third Line  Belwood ON N1M 2W5,Recreational Camp,21-Jun-2023,location.href = '/Facility/Details/f96a1c14-0a0b-4b89-8134-3a4592a2f3a7' ,Recreational Camps,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f96a1c14-0a0b-4b89-8134-3a4592a2f3a7
Guelph Community Health Centre,176 Wyndham St.N  Guelph N1H 8N9,Consumption and Treatment Services,23-May-2023,location.href = '/Facility/Details/317d21d2-902b-4fc3-932a-7c9a478d0f40' ,Consumption & Treatment Services,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/317d21d2-902b-4fc3-932a-7c9a478d0f40
Sanguen Health Centre,150 Duke St. W  Kitchener N2H 3X1,Consumption and Treatment Services,20-Dec-2022,location.href = '/Facility/Details/f6f0dea7-77cc-4216-ba42-64a1659f8f7e' ,Consumption & Treatment Services,,,,,,,https://www.checkbeforeyouchoose.ca/Facility/Details/f6f0dea7-77cc-4216-ba42-64a1659f8f7e
Baker Street Station,76 Baker St  Guelph ON N1H 4G1,,,location.href = '/Facility/Details/5adce110-0058-49e6-b5fc-eb8b9720858a' ,Legal Activities,,Ticket,Ticket Set Fine - Store potentially hazardous foods at internal temperature between 4°C and 60°C [section 27(1)],Ticket Served,03-Aug-2023,29-Sep-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/5adce110-0058-49e6-b5fc-eb8b9720858a
Bite Me Guelph,A6-320 Eastview Rd  Guelph ON N1E 0L2,,,location.href = '/Facility/Details/5062169c-c7f4-4014-af15-0a6c8ff8ee49' ,Legal Activities,,Ticket,Ticket Set Fine - Fail to ensure presence of food handler or supervisor during all hours of operation [Section 32],Issued,01-Dec-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/5062169c-c7f4-4014-af15-0a6c8ff8ee49
Chung Chun Rice Hotdog,16-35 Harvard Road  Guelph ON N1G 3A2,,,location.href = '/Facility/Details/60ff11a6-3fca-478d-9558-53c5c3caaafb' ,Legal Activities,,Ticket,Ticket Set Fine - Fail to ensure presence of food handler or supervisor during all hours of operation [Section 32],Issued,02-Oct-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/60ff11a6-3fca-478d-9558-53c5c3caaafb
Conwinience & Sticky's Candy,C-235 Centennial Rd  Orangeville ON L9W 5K9,,,location.href = '/Facility/Details/48050086-5d60-4698-bcae-602674064533' ,Legal Activities,,Ticket,Set Fine - Sell vapour product to a person who is less than 19 years old [Section 3(1)],Issued,13-Mar-2024,,https://www.checkbeforeyouchoose.ca/Facility/Details/48050086-5d60-4698-bcae-602674064533
Conwinience & Sticky's Candy,C-235 Centennial Rd  Orangeville ON L9W 5K9,,,location.href = '/Facility/Details/48050086-5d60-4698-bcae-602674064533' ,Legal Activities,,Ticket,Set Fine - Sell tobacco to a person who is less than 19 years old [Section 3(1)],Issued,20-Sep-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/48050086-5d60-4698-bcae-602674064533
Ethnic Supermarket,234 Victoria Road South  Guelph ON N1E 5R1,,,location.href = '/Facility/Details/f77134ee-b7a3-403b-a62a-816309d57985' ,Legal Activities,,Ticket,Ticket Set Fine - Display potentially hazardous foods at internal temperature between 4°C and 60°C [Section 27(1)],Issued,04-Jan-2024,,https://www.checkbeforeyouchoose.ca/Facility/Details/f77134ee-b7a3-403b-a62a-816309d57985
Ethnic Supermarket,234 Victoria Road South  Guelph ON N1E 5R1,,,location.href = '/Facility/Details/f77134ee-b7a3-403b-a62a-816309d57985' ,Legal Activities,,Ticket,Ticket Set Fine - Display potentially hazardous foods at internal temperature between 4°C and 60°C [Section 27(1)],Ticket Served,18-Oct-2023,06-Nov-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/f77134ee-b7a3-403b-a62a-816309d57985
Gourmandissimo Catering,7 Buena Vista Dr  Orangeville ON L9W 0A2,,,location.href = '/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c' ,Legal Activities,,Summons,Summons Issued - Fail to ensure presence of food handler or supervisor during all hours of operation [Section 32],Summons Issued,31-May-2023,06-Sep-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c
Gourmandissimo Catering,7 Buena Vista Dr  Orangeville ON L9W 0A2,,,location.href = '/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c' ,Legal Activities,,Summons,"Summons Issued - Fail to ensure potentially hazardous food shall be distributed, maintained, stored, transported, displayed, sold and offered for sale only under conditions in which internal temperature is (a) 4 degrees Celsius, or lower [Section 27(1)(a)]",Summons Issued,31-May-2023,06-Sep-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c
Gourmandissimo Catering,7 Buena Vista Dr  Orangeville ON L9W 0A2,,,location.href = '/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c' ,Legal Activities,,Summons,"Summons Issued - Every operator of a food premise shall ensure that every food handler in the food premise shall, wash hands as often as necessary to prevent the contamination of food or food areas; [Section 33(1)(e)]",Summons Issued,31-May-2023,06-Sep-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/2f80456b-3279-4b35-8e6d-d63171843b0c
Hasty Market,196 Waterloo Ave  Guelph ON N1H 3J3,,,location.href = '/Facility/Details/2c6cc7f5-6301-41a6-9dee-f2c4c9a5c14c' ,Legal Activities,,Ticket,Set Fine - Offer to distribute improperly packaged vapour product [Section 8],Ticket Served,16-Aug-2023,16-Aug-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/2c6cc7f5-6301-41a6-9dee-f2c4c9a5c14c
Hasty Market,196 Waterloo Ave  Guelph ON N1H 3J3,,,location.href = '/Facility/Details/2c6cc7f5-6301-41a6-9dee-f2c4c9a5c14c' ,Legal Activities,,Ticket,Set Fine - Supply tobacco to a person who is less than 19 years old [Section 3(1)],Issued,07-Oct-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/2c6cc7f5-6301-41a6-9dee-f2c4c9a5c14c
Horizon Restaurant,135 St David St N  Fergus ON N1M 2J5,,,location.href = '/Facility/Details/c14a9298-aa03-4301-aa82-34daacb8e4f2' ,Legal Activities,,Ticket,Ticket Set Fine - Failed to protect food from contamination or adulteration [Section 26(1)],Issued,29-Aug-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/c14a9298-aa03-4301-aa82-34daacb8e4f2
Horizon Restaurant,135 St David St N  Fergus ON N1M 2J5,,,location.href = '/Facility/Details/c14a9298-aa03-4301-aa82-34daacb8e4f2' ,Legal Activities,,Ticket,Ticket Set Fine - Use handwashing station other than for handwashing of employees [subsection 7(4)],Issued,29-Aug-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/c14a9298-aa03-4301-aa82-34daacb8e4f2
Hungry Ninja,122 Wyndham St N  Guelph ON N1H 4E8,,,location.href = '/Facility/Details/e861f7be-951b-4ac5-90d7-32e25a0b7a1f' ,Legal Activities,,Ticket,Ticket Set Fine - Store potentially hazardous foods at internal temperature between 4°C and 60°C [section 27(1)],Issued,22-Nov-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/e861f7be-951b-4ac5-90d7-32e25a0b7a1f
Hungry Ninja,122 Wyndham St N  Guelph ON N1H 4E8,,,location.href = '/Facility/Details/e861f7be-951b-4ac5-90d7-32e25a0b7a1f' ,Legal Activities,,Ticket,Ticket Set Fine - Fail to provide handwashing stations with adequate supplies [Clause 7(3)(c)],Issued,22-Nov-2023,,https://www.checkbeforeyouchoose.ca/Facility/Details/e861f7be-951b-4ac5-90d7-32e25a0b7a1f
Jennifer's Nails & Spa,6-98 First St  Orangeville ON L9W 3J6,,,location.href = '/Facility/Details/ca2a82a4-ec5e-45f9-9af7-9553c0e672a2' ,Legal Activities,,Ticket,Ticket Set Fine - Personal service setting — single-use equipment not discarded immediately after use - [Section 10(5)],Ticket Served & Infraction(s) Resolved,26-Jul-2023,02-Aug-2023,https://www.checkbeforeyouchoose.ca/Facility/Details/ca2a82a4-ec5e-45f9-9af7-9553c0e672a2
