Inspection Date,Inspection Type,url_inspection,url_inspection_full,url_entity_full
02-Dec-2022,Required,location.href = '/Inspection/Details/7e142cd5-2eab-4ff4-a756-59584180d2aa' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/7e142cd5-2eab-4ff4-a756-59584180d2aa,https://checkbeforeyougo.phsd.ca/Facility/Details/e905f5ed-c91a-44d8-8809-0f0b025d809c
20-Mar-2024,Required,location.href = '/Inspection/Details/e7bc771e-1d2e-43a1-b2cd-e02f43707d41' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/e7bc771e-1d2e-43a1-b2cd-e02f43707d41,https://checkbeforeyougo.phsd.ca/Facility/Details/203b0d43-981a-4bdb-a94f-30158d27a3ba
15-Dec-2023,Follow-up,location.href = '/Inspection/Details/61866480-55a9-4ea2-82ef-531b75622279' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/61866480-55a9-4ea2-82ef-531b75622279,https://checkbeforeyougo.phsd.ca/Facility/Details/203b0d43-981a-4bdb-a94f-30158d27a3ba
12-Dec-2023,Required,location.href = '/Inspection/Details/a623d977-8000-4d7f-b556-17c5ed5068ce' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a623d977-8000-4d7f-b556-17c5ed5068ce,https://checkbeforeyougo.phsd.ca/Facility/Details/203b0d43-981a-4bdb-a94f-30158d27a3ba
07-Feb-2024,Required,location.href = '/Inspection/Details/7f0630be-126b-445d-9f1d-c405b28e2f2f' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/7f0630be-126b-445d-9f1d-c405b28e2f2f,https://checkbeforeyougo.phsd.ca/Facility/Details/d0634aa7-aaa1-439a-9405-befa5037cd53
27-Feb-2024,Required,location.href = '/Inspection/Details/046e4a0f-4120-4002-8e24-58640b723c8a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/046e4a0f-4120-4002-8e24-58640b723c8a,https://checkbeforeyougo.phsd.ca/Facility/Details/e64ec6e5-ab56-4d08-9377-5dc530ecbc6a
01-Dec-2023,Required,location.href = '/Inspection/Details/086937fd-5ee5-4560-85a7-d5c009e8610c' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/086937fd-5ee5-4560-85a7-d5c009e8610c,https://checkbeforeyougo.phsd.ca/Facility/Details/e64ec6e5-ab56-4d08-9377-5dc530ecbc6a
02-Oct-2023,Required,location.href = '/Inspection/Details/24ea50ad-2052-4e60-87a9-7567da891c25' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/24ea50ad-2052-4e60-87a9-7567da891c25,https://checkbeforeyougo.phsd.ca/Facility/Details/e64ec6e5-ab56-4d08-9377-5dc530ecbc6a
13-Jun-2023,Required,location.href = '/Inspection/Details/a7a25f75-e0ee-4494-a2c6-f910e21bd05c' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a7a25f75-e0ee-4494-a2c6-f910e21bd05c,https://checkbeforeyougo.phsd.ca/Facility/Details/d11f477e-2a7d-4081-9fa0-e0e910d9b438
19-Mar-2024,Required,location.href = '/Inspection/Details/6554bcca-b7ce-4820-907c-cc4c2884f4df' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/6554bcca-b7ce-4820-907c-cc4c2884f4df,https://checkbeforeyougo.phsd.ca/Facility/Details/1ac1d60d-6cf6-43f2-b3f1-90919ae40cae
17-May-2023,Required,location.href = '/Inspection/Details/a05cd09f-ccfa-4e6b-83a5-029b0bb10b38' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a05cd09f-ccfa-4e6b-83a5-029b0bb10b38,https://checkbeforeyougo.phsd.ca/Facility/Details/1ac1d60d-6cf6-43f2-b3f1-90919ae40cae
29-Jan-2024,Required,location.href = '/Inspection/Details/4d3ee653-1098-45f2-93d3-bb8436c158d7' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/4d3ee653-1098-45f2-93d3-bb8436c158d7,https://checkbeforeyougo.phsd.ca/Facility/Details/9d14223e-b444-4fa5-b4f8-972e38af8271
29-Jun-2023,Follow-up,location.href = '/Inspection/Details/a07ace26-7084-48f4-96b8-b9dfca246a16' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a07ace26-7084-48f4-96b8-b9dfca246a16,https://checkbeforeyougo.phsd.ca/Facility/Details/9d14223e-b444-4fa5-b4f8-972e38af8271
03-Mar-2023,Follow-up,location.href = '/Inspection/Details/145de39c-a19b-4c54-b24c-cd1fac80a179' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/145de39c-a19b-4c54-b24c-cd1fac80a179,https://checkbeforeyougo.phsd.ca/Facility/Details/9d14223e-b444-4fa5-b4f8-972e38af8271
24-Jan-2023,Required,location.href = '/Inspection/Details/9d7e1377-3f18-47c0-9bd7-418b2e06a3a5' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/9d7e1377-3f18-47c0-9bd7-418b2e06a3a5,https://checkbeforeyougo.phsd.ca/Facility/Details/9d14223e-b444-4fa5-b4f8-972e38af8271
15-Jul-2022,Required,location.href = '/Inspection/Details/18c6e60b-7ad1-41bb-ae59-c55846c3331b' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/18c6e60b-7ad1-41bb-ae59-c55846c3331b,https://checkbeforeyougo.phsd.ca/Facility/Details/9d14223e-b444-4fa5-b4f8-972e38af8271
01-Aug-2023,Follow-up,location.href = '/Inspection/Details/ae3e3953-6ce9-4765-ab64-7bc24c02ba7a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ae3e3953-6ce9-4765-ab64-7bc24c02ba7a,https://checkbeforeyougo.phsd.ca/Facility/Details/9c9e3f9c-a122-4155-97c1-1cc0c3aa59f1
20-Apr-2023,Required,location.href = '/Inspection/Details/cb9d8dba-e629-4bb5-b852-41b220339eee' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/cb9d8dba-e629-4bb5-b852-41b220339eee,https://checkbeforeyougo.phsd.ca/Facility/Details/9c9e3f9c-a122-4155-97c1-1cc0c3aa59f1
15-Feb-2024,Follow-up,location.href = '/Inspection/Details/e380f262-ed05-4688-8dc6-9ae44eecaa9d' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/e380f262-ed05-4688-8dc6-9ae44eecaa9d,https://checkbeforeyougo.phsd.ca/Facility/Details/d1f852a6-1fd2-48f5-af58-1da8063c8ccd
15-Jan-2024,Required,location.href = '/Inspection/Details/ff38ad0d-8a90-4df0-8988-e6b1650a921a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ff38ad0d-8a90-4df0-8988-e6b1650a921a,https://checkbeforeyougo.phsd.ca/Facility/Details/d1f852a6-1fd2-48f5-af58-1da8063c8ccd
21-Aug-2023,Required,location.href = '/Inspection/Details/37a9322d-befa-4917-a044-4e3afc382bdc' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/37a9322d-befa-4917-a044-4e3afc382bdc,https://checkbeforeyougo.phsd.ca/Facility/Details/d1f852a6-1fd2-48f5-af58-1da8063c8ccd
19-Jan-2023,Follow-up,location.href = '/Inspection/Details/e48e1a9b-d714-4762-9ded-7b82e8d0e6a1' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/e48e1a9b-d714-4762-9ded-7b82e8d0e6a1,https://checkbeforeyougo.phsd.ca/Facility/Details/d1f852a6-1fd2-48f5-af58-1da8063c8ccd
10-Jan-2023,Required,location.href = '/Inspection/Details/08f9157d-fc2c-4d55-b1bc-6d1d760e3f16' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/08f9157d-fc2c-4d55-b1bc-6d1d760e3f16,https://checkbeforeyougo.phsd.ca/Facility/Details/d1f852a6-1fd2-48f5-af58-1da8063c8ccd
07-Feb-2024,Required,location.href = '/Inspection/Details/7732b853-d5d9-47c0-bf0a-e6821e024a49' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/7732b853-d5d9-47c0-bf0a-e6821e024a49,https://checkbeforeyougo.phsd.ca/Facility/Details/f9845000-e11a-4885-90ca-79fbdf18210e
31-Aug-2023,Required,location.href = '/Inspection/Details/1b782114-8290-4e97-ad2e-d7d33d21a24c' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/1b782114-8290-4e97-ad2e-d7d33d21a24c,https://checkbeforeyougo.phsd.ca/Facility/Details/f9845000-e11a-4885-90ca-79fbdf18210e
24-Feb-2023,Required,location.href = '/Inspection/Details/eb9c5a08-4f27-4f99-9237-80cefcb8c75a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/eb9c5a08-4f27-4f99-9237-80cefcb8c75a,https://checkbeforeyougo.phsd.ca/Facility/Details/f9845000-e11a-4885-90ca-79fbdf18210e
05-Dec-2022,Required,location.href = '/Inspection/Details/dc20c8e0-b16a-4a55-8e1d-d72708187d85' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/dc20c8e0-b16a-4a55-8e1d-d72708187d85,https://checkbeforeyougo.phsd.ca/Facility/Details/f9845000-e11a-4885-90ca-79fbdf18210e
09-Feb-2024,Required,location.href = '/Inspection/Details/22c74d5b-87a2-4b30-a822-6193696262cf' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/22c74d5b-87a2-4b30-a822-6193696262cf,https://checkbeforeyougo.phsd.ca/Facility/Details/b2f5dff5-ef46-40ca-9dd9-125fd265c793
24-Aug-2023,Required,location.href = '/Inspection/Details/0125af7e-dffe-411f-8b68-e2ddd7717164' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/0125af7e-dffe-411f-8b68-e2ddd7717164,https://checkbeforeyougo.phsd.ca/Facility/Details/b2f5dff5-ef46-40ca-9dd9-125fd265c793
24-Feb-2023,Required,location.href = '/Inspection/Details/ecdb0122-cc9f-4a62-b298-546768c23b59' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ecdb0122-cc9f-4a62-b298-546768c23b59,https://checkbeforeyougo.phsd.ca/Facility/Details/b2f5dff5-ef46-40ca-9dd9-125fd265c793
08-Dec-2022,Required,location.href = '/Inspection/Details/da6b3e04-a7d5-4bc2-a785-86914fd03e65' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/da6b3e04-a7d5-4bc2-a785-86914fd03e65,https://checkbeforeyougo.phsd.ca/Facility/Details/b2f5dff5-ef46-40ca-9dd9-125fd265c793
31-Oct-2023,Required,location.href = '/Inspection/Details/4cbaa548-c7c3-4d76-b19e-8142f2f9f592' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/4cbaa548-c7c3-4d76-b19e-8142f2f9f592,https://checkbeforeyougo.phsd.ca/Facility/Details/1124b16d-f8aa-4fca-8066-97f1056840bf
25-Sep-2023,Required,location.href = '/Inspection/Details/2560bbbb-3625-46f8-8f99-e155d6ec0341' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/2560bbbb-3625-46f8-8f99-e155d6ec0341,https://checkbeforeyougo.phsd.ca/Facility/Details/1124b16d-f8aa-4fca-8066-97f1056840bf
08-Dec-2022,Required,location.href = '/Inspection/Details/1136ac83-781f-4084-8900-185ce9a03a15' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/1136ac83-781f-4084-8900-185ce9a03a15,https://checkbeforeyougo.phsd.ca/Facility/Details/1124b16d-f8aa-4fca-8066-97f1056840bf
22-Jan-2024,Required,location.href = '/Inspection/Details/e49bcab2-6f52-4e33-86fc-3d368cada05a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/e49bcab2-6f52-4e33-86fc-3d368cada05a,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
07-Sep-2023,Required,location.href = '/Inspection/Details/d61c7dd6-cdfd-4c39-9698-256e522a0bf0' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/d61c7dd6-cdfd-4c39-9698-256e522a0bf0,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
08-May-2023,Required,location.href = '/Inspection/Details/3b6282aa-0b8a-428e-ac94-91cb707f2bc0' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/3b6282aa-0b8a-428e-ac94-91cb707f2bc0,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
16-Mar-2023,Required,location.href = '/Inspection/Details/8ccc47bd-9f57-4a22-9380-3bf84e9e673a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/8ccc47bd-9f57-4a22-9380-3bf84e9e673a,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
01-Sep-2022,Required,location.href = '/Inspection/Details/369276fd-e0a9-4c2a-af91-1ea9b009a334' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/369276fd-e0a9-4c2a-af91-1ea9b009a334,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
09-May-2022,Required,location.href = '/Inspection/Details/adaaef77-9e78-42a8-a378-7e9e26d9f5e0' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/adaaef77-9e78-42a8-a378-7e9e26d9f5e0,https://checkbeforeyougo.phsd.ca/Facility/Details/b1c79c86-fcca-41c1-9d33-875704cc0988
06-Sep-2023,Required,location.href = '/Inspection/Details/083a0ac5-e21f-40c2-9ee2-af6d1d0ada62' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/083a0ac5-e21f-40c2-9ee2-af6d1d0ada62,https://checkbeforeyougo.phsd.ca/Facility/Details/86e1ea10-df1c-4c6e-bb78-a8bc160e1d11
30-Jun-2022,Required,location.href = '/Inspection/Details/2f85c3bb-c947-43e3-b4de-821305cca0f9' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/2f85c3bb-c947-43e3-b4de-821305cca0f9,https://checkbeforeyougo.phsd.ca/Facility/Details/86e1ea10-df1c-4c6e-bb78-a8bc160e1d11
05-May-2023,Required,location.href = '/Inspection/Details/fb60b7db-19a3-46c6-a649-825f62e711ef' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/fb60b7db-19a3-46c6-a649-825f62e711ef,https://checkbeforeyougo.phsd.ca/Facility/Details/daac474b-ef22-4815-883d-8c6d603d18a4
01-Dec-2023,Required,location.href = '/Inspection/Details/bff515fc-666e-411e-99c5-40ec0b474a10' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/bff515fc-666e-411e-99c5-40ec0b474a10,https://checkbeforeyougo.phsd.ca/Facility/Details/35c5b7f3-f523-482b-86b3-85d79de373d5
23-Nov-2022,Required,location.href = '/Inspection/Details/9fa24841-72db-4036-a765-7bb37e281c95' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/9fa24841-72db-4036-a765-7bb37e281c95,https://checkbeforeyougo.phsd.ca/Facility/Details/35c5b7f3-f523-482b-86b3-85d79de373d5
29-Feb-2024,Required,location.href = '/Inspection/Details/6f45c2c6-3bb8-4b14-b2b7-7921ba8a90fb' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/6f45c2c6-3bb8-4b14-b2b7-7921ba8a90fb,https://checkbeforeyougo.phsd.ca/Facility/Details/f372f74e-9213-4f9c-8dc8-231f432d2055
27-Jan-2023,Required,location.href = '/Inspection/Details/84c2564a-b838-4121-8cb1-4b4d7d95a541' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/84c2564a-b838-4121-8cb1-4b4d7d95a541,https://checkbeforeyougo.phsd.ca/Facility/Details/f372f74e-9213-4f9c-8dc8-231f432d2055
26-Jan-2024,Required,location.href = '/Inspection/Details/a82dd1a3-ea6b-4028-8502-914a1ae512f3' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a82dd1a3-ea6b-4028-8502-914a1ae512f3,https://checkbeforeyougo.phsd.ca/Facility/Details/efb58b3d-6769-42e0-a4bb-db81a7cda095
20-Apr-2023,Required,location.href = '/Inspection/Details/f052c59b-82b0-4393-a3ab-3e994c36a961' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/f052c59b-82b0-4393-a3ab-3e994c36a961,https://checkbeforeyougo.phsd.ca/Facility/Details/efb58b3d-6769-42e0-a4bb-db81a7cda095
07-Dec-2023,Required,location.href = '/Inspection/Details/6adeb58b-1cf9-493c-8c46-e8221ce12fb8' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/6adeb58b-1cf9-493c-8c46-e8221ce12fb8,https://checkbeforeyougo.phsd.ca/Facility/Details/bb884eb4-02c2-430b-87ba-fd7da00e67c0
10-Feb-2023,Follow-up,location.href = '/Inspection/Details/c920adbb-3024-45ec-81d1-299063b858a4' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/c920adbb-3024-45ec-81d1-299063b858a4,https://checkbeforeyougo.phsd.ca/Facility/Details/bb884eb4-02c2-430b-87ba-fd7da00e67c0
11-Jul-2022,Required,location.href = '/Inspection/Details/5d82d92c-422c-48e3-87bc-ec769628ac1b' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/5d82d92c-422c-48e3-87bc-ec769628ac1b,https://checkbeforeyougo.phsd.ca/Facility/Details/bb884eb4-02c2-430b-87ba-fd7da00e67c0
16-Jan-2024,Required,location.href = '/Inspection/Details/8fa5aedd-c15a-4476-8177-66e7c32ecb81' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/8fa5aedd-c15a-4476-8177-66e7c32ecb81,https://checkbeforeyougo.phsd.ca/Facility/Details/2dff4a11-72d9-4f40-9c72-0effc1460bc9
18-Jan-2023,Required,location.href = '/Inspection/Details/3f329c1c-7bbe-4ac8-a922-9f978a128442' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/3f329c1c-7bbe-4ac8-a922-9f978a128442,https://checkbeforeyougo.phsd.ca/Facility/Details/2dff4a11-72d9-4f40-9c72-0effc1460bc9
12-Jul-2022,Required,location.href = '/Inspection/Details/d8bff4d3-9f4c-4fe6-97aa-05085529a061' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/d8bff4d3-9f4c-4fe6-97aa-05085529a061,https://checkbeforeyougo.phsd.ca/Facility/Details/2dff4a11-72d9-4f40-9c72-0effc1460bc9
30-Jan-2024,Required,location.href = '/Inspection/Details/0d6f0b3c-cda8-45ff-9e90-4449affe9a0f' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/0d6f0b3c-cda8-45ff-9e90-4449affe9a0f,https://checkbeforeyougo.phsd.ca/Facility/Details/b591eb78-0002-4728-8663-0f240ec31d58
02-Feb-2023,Required,location.href = '/Inspection/Details/bc7107c4-9deb-4264-9382-133712d8fcf3' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/bc7107c4-9deb-4264-9382-133712d8fcf3,https://checkbeforeyougo.phsd.ca/Facility/Details/b591eb78-0002-4728-8663-0f240ec31d58
09-Apr-2024,Required,location.href = '/Inspection/Details/f309834f-100d-4fb7-a482-4ae4109f24e8' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/f309834f-100d-4fb7-a482-4ae4109f24e8,https://checkbeforeyougo.phsd.ca/Facility/Details/a480b4a3-bc1a-4b15-9c8c-8687060f9ab4
27-Mar-2023,Required,location.href = '/Inspection/Details/17a39e20-52ed-416d-8b16-53d0c26b6e69' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/17a39e20-52ed-416d-8b16-53d0c26b6e69,https://checkbeforeyougo.phsd.ca/Facility/Details/1df70235-647f-451b-b050-a9968a42fd42
13-Dec-2023,Required,location.href = '/Inspection/Details/65ce228b-51a2-4b99-b214-bdd82b275dfd' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/65ce228b-51a2-4b99-b214-bdd82b275dfd,https://checkbeforeyougo.phsd.ca/Facility/Details/3c078a77-b9e8-4000-95d6-a84ba061f97c
15-Mar-2024,Required,location.href = '/Inspection/Details/a059ce86-110d-468e-91ad-17efa7eb4d53' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/a059ce86-110d-468e-91ad-17efa7eb4d53,https://checkbeforeyougo.phsd.ca/Facility/Details/8b15a6cd-bf26-4cd4-bc6c-5a0843be82b2
23-Jan-2023,Required,location.href = '/Inspection/Details/20021d9e-54ae-456b-8012-fecd9dc8857b' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/20021d9e-54ae-456b-8012-fecd9dc8857b,https://checkbeforeyougo.phsd.ca/Facility/Details/8b15a6cd-bf26-4cd4-bc6c-5a0843be82b2
25-Jan-2024,Required,location.href = '/Inspection/Details/37e000ca-ff8a-4d98-96e0-63ec5492d008' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/37e000ca-ff8a-4d98-96e0-63ec5492d008,https://checkbeforeyougo.phsd.ca/Facility/Details/201901d1-e8ca-416b-800f-6202e112e696
08-Mar-2023,Required,location.href = '/Inspection/Details/567f10a7-16a9-46d6-9ee4-65a0d7c9553d' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/567f10a7-16a9-46d6-9ee4-65a0d7c9553d,https://checkbeforeyougo.phsd.ca/Facility/Details/201901d1-e8ca-416b-800f-6202e112e696
19-Dec-2023,Required,location.href = '/Inspection/Details/fcafbbbe-c5e4-40df-88df-49a70ad08ce3' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/fcafbbbe-c5e4-40df-88df-49a70ad08ce3,https://checkbeforeyougo.phsd.ca/Facility/Details/9898276e-f041-46f7-b9cf-65caa3237ccd
30-Aug-2023,Required,location.href = '/Inspection/Details/8df23c74-1f51-4d97-9fd8-b3f890882c6f' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/8df23c74-1f51-4d97-9fd8-b3f890882c6f,https://checkbeforeyougo.phsd.ca/Facility/Details/2c202cba-182c-4c13-bbf4-826a53b6eca2
24-Jan-2024,Follow-up,location.href = '/Inspection/Details/26d72e5b-8849-45a4-8855-9d08cc599039' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/26d72e5b-8849-45a4-8855-9d08cc599039,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
18-Jan-2024,Follow-up,location.href = '/Inspection/Details/ad6f0f21-5685-4b7e-9518-f8df599fb1ee' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ad6f0f21-5685-4b7e-9518-f8df599fb1ee,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
02-Jan-2024,Required,location.href = '/Inspection/Details/6cb44422-1604-4914-b732-1904933afaa9' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/6cb44422-1604-4914-b732-1904933afaa9,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
29-Mar-2023,Follow-up,location.href = '/Inspection/Details/ddbd61bd-1548-4ebf-9804-44ceab0c82ce' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ddbd61bd-1548-4ebf-9804-44ceab0c82ce,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
28-Feb-2023,Required,location.href = '/Inspection/Details/feca90e2-d066-48bf-9e53-a548fa618909' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/feca90e2-d066-48bf-9e53-a548fa618909,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
21-Nov-2022,Required,location.href = '/Inspection/Details/4b635f11-9b90-49b1-9c04-2b216cb36c52' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/4b635f11-9b90-49b1-9c04-2b216cb36c52,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
08-Jun-2022,Required,location.href = '/Inspection/Details/bc0dcb20-9089-4a10-99f4-a5cefc1e0ef8' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/bc0dcb20-9089-4a10-99f4-a5cefc1e0ef8,https://checkbeforeyougo.phsd.ca/Facility/Details/edcb1748-1253-4b91-b68c-d7a1c189015e
30-Jan-2024,Required,location.href = '/Inspection/Details/b744ca59-bbda-4f61-b709-94c2f494dbdb' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/b744ca59-bbda-4f61-b709-94c2f494dbdb,https://checkbeforeyougo.phsd.ca/Facility/Details/4a27ef67-ae1b-4d9a-98c2-4dc37309867b
17-Mar-2023,Required,location.href = '/Inspection/Details/39a176b9-c17d-4267-baf6-a8dd0d51ab46' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/39a176b9-c17d-4267-baf6-a8dd0d51ab46,https://checkbeforeyougo.phsd.ca/Facility/Details/4a27ef67-ae1b-4d9a-98c2-4dc37309867b
12-Dec-2022,Required,location.href = '/Inspection/Details/aa2e5e96-8c18-43d2-9219-e2cf13429ca7' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/aa2e5e96-8c18-43d2-9219-e2cf13429ca7,https://checkbeforeyougo.phsd.ca/Facility/Details/4a27ef67-ae1b-4d9a-98c2-4dc37309867b
08-Nov-2023,Required,location.href = '/Inspection/Details/e525f917-590f-4369-972a-f701edf86139' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/e525f917-590f-4369-972a-f701edf86139,https://checkbeforeyougo.phsd.ca/Facility/Details/820c73db-0ff0-4b5f-acbd-451b7e51fd7a
08-Nov-2023,Required,location.href = '/Inspection/Details/46489800-0990-4563-a7ba-7082b16136f5' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/46489800-0990-4563-a7ba-7082b16136f5,https://checkbeforeyougo.phsd.ca/Facility/Details/1c48609d-e022-404a-b271-7dc4bbfec34e
09-Feb-2023,Required,location.href = '/Inspection/Details/32cb6f6e-d1fc-4d8b-8c83-8ce3d7d2c58a' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/32cb6f6e-d1fc-4d8b-8c83-8ce3d7d2c58a,https://checkbeforeyougo.phsd.ca/Facility/Details/040433ff-3f33-4858-b8df-0abcdcc10b30
01-Feb-2024,Required,location.href = '/Inspection/Details/2e56b901-40b0-44c7-9ac8-a9011acef03c' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/2e56b901-40b0-44c7-9ac8-a9011acef03c,https://checkbeforeyougo.phsd.ca/Facility/Details/85ce3eed-690c-46dc-84e1-0a739d2d4d0d
28-Nov-2023,Required,location.href = '/Inspection/Details/99544e3c-9b14-4fa3-a7c1-cc2efc1e69b9' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/99544e3c-9b14-4fa3-a7c1-cc2efc1e69b9,https://checkbeforeyougo.phsd.ca/Facility/Details/85ce3eed-690c-46dc-84e1-0a739d2d4d0d
10-Apr-2024,Required,location.href = '/Inspection/Details/9f7010ec-194e-446d-8f9a-d57c3e1654de' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/9f7010ec-194e-446d-8f9a-d57c3e1654de,https://checkbeforeyougo.phsd.ca/Facility/Details/fbb5d5cb-b4c0-4573-b347-e1f7bf44d83c
15-Mar-2023,Required,location.href = '/Inspection/Details/392de489-ff20-417c-a82d-eff75a186dac' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/392de489-ff20-417c-a82d-eff75a186dac,https://checkbeforeyougo.phsd.ca/Facility/Details/fbb5d5cb-b4c0-4573-b347-e1f7bf44d83c
18-Oct-2022,Required,location.href = '/Inspection/Details/5a1d7c3a-6a94-4ba2-9afe-acd21fd0b06d' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/5a1d7c3a-6a94-4ba2-9afe-acd21fd0b06d,https://checkbeforeyougo.phsd.ca/Facility/Details/fbb5d5cb-b4c0-4573-b347-e1f7bf44d83c
06-Feb-2024,Required,location.href = '/Inspection/Details/ae96903c-4ee7-4e9b-8945-0400fbe7d878' ,https://checkbeforeyougo.phsd.ca/Inspection/Details/ae96903c-4ee7-4e9b-8945-0400fbe7d878,https://checkbeforeyougo.phsd.ca/Facility/Details/dbc5ca03-d67c-4ff1-8238-5bcc4373d594
