Inspection Date,Inspection Type,Critical Infractions Count,Non Critical Infractions Count,Inspection Result,url_inspection,url_inspection_full,url_entity_full
13-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/ed140389-169e-4b05-8237-a0c737c9c5e7' ,http://choosewise.nwhu.on.ca/Inspection/Details/ed140389-169e-4b05-8237-a0c737c9c5e7,http://choosewise.nwhu.on.ca/Facility/Details/1940a867-b953-42c2-9431-c0d0c8b933a0
22-Jun-2023,Required,1,0,,location.href = '/Inspection/Details/33b531bf-36b0-48f3-8155-ff3a8528a204' ,http://choosewise.nwhu.on.ca/Inspection/Details/33b531bf-36b0-48f3-8155-ff3a8528a204,http://choosewise.nwhu.on.ca/Facility/Details/1940a867-b953-42c2-9431-c0d0c8b933a0
15-Feb-2024,Follow-up,0,0,,location.href = '/Inspection/Details/c34617a8-2de2-4d97-afc7-6f9fce6d999e' ,http://choosewise.nwhu.on.ca/Inspection/Details/c34617a8-2de2-4d97-afc7-6f9fce6d999e,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
09-Feb-2024,Follow-up,0,1,,location.href = '/Inspection/Details/52572a34-8265-4402-aefe-502d0442e524' ,http://choosewise.nwhu.on.ca/Inspection/Details/52572a34-8265-4402-aefe-502d0442e524,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
05-Feb-2024,Required,0,2,,location.href = '/Inspection/Details/e671481f-9adc-4e02-8207-f51d52213e83' ,http://choosewise.nwhu.on.ca/Inspection/Details/e671481f-9adc-4e02-8207-f51d52213e83,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
22-Nov-2023,Required,1,2,,location.href = '/Inspection/Details/d2f5b3bf-61e7-4fdf-b1d3-ab8f16532596' ,http://choosewise.nwhu.on.ca/Inspection/Details/d2f5b3bf-61e7-4fdf-b1d3-ab8f16532596,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
22-Feb-2023,Required,1,2,,location.href = '/Inspection/Details/c35aeb15-eb62-4da0-a7be-34f3114506c3' ,http://choosewise.nwhu.on.ca/Inspection/Details/c35aeb15-eb62-4da0-a7be-34f3114506c3,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
14-Feb-2020,Required,0,3,,location.href = '/Inspection/Details/797494ac-bb77-4691-a3d6-c4542672409c' ,http://choosewise.nwhu.on.ca/Inspection/Details/797494ac-bb77-4691-a3d6-c4542672409c,http://choosewise.nwhu.on.ca/Facility/Details/8fdbc6c6-8ed1-4f00-8e7d-a431e3946712
25-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/5501d7a2-bfba-4510-a5b5-0f918f2b0dab' ,http://choosewise.nwhu.on.ca/Inspection/Details/5501d7a2-bfba-4510-a5b5-0f918f2b0dab,http://choosewise.nwhu.on.ca/Facility/Details/b65dcf1b-add7-4702-8a66-125a9bcbdf1f
26-Oct-2023,Follow-up,0,0,,location.href = '/Inspection/Details/dfa575c7-c381-4917-bf7d-25651d76b14e' ,http://choosewise.nwhu.on.ca/Inspection/Details/dfa575c7-c381-4917-bf7d-25651d76b14e,http://choosewise.nwhu.on.ca/Facility/Details/b65dcf1b-add7-4702-8a66-125a9bcbdf1f
04-Oct-2023,Required,1,0,,location.href = '/Inspection/Details/7aa1d6a5-ed84-4829-a097-4c9e2985e522' ,http://choosewise.nwhu.on.ca/Inspection/Details/7aa1d6a5-ed84-4829-a097-4c9e2985e522,http://choosewise.nwhu.on.ca/Facility/Details/b65dcf1b-add7-4702-8a66-125a9bcbdf1f
20-Apr-2023,Required,0,0,,location.href = '/Inspection/Details/e3b54f01-131a-4b5f-9d72-7270efefd902' ,http://choosewise.nwhu.on.ca/Inspection/Details/e3b54f01-131a-4b5f-9d72-7270efefd902,http://choosewise.nwhu.on.ca/Facility/Details/b65dcf1b-add7-4702-8a66-125a9bcbdf1f
08-Feb-2021,Required,0,0,,location.href = '/Inspection/Details/c1644051-efe3-401a-b53d-e8f29d00f7bb' ,http://choosewise.nwhu.on.ca/Inspection/Details/c1644051-efe3-401a-b53d-e8f29d00f7bb,http://choosewise.nwhu.on.ca/Facility/Details/b65dcf1b-add7-4702-8a66-125a9bcbdf1f
15-Dec-2023,Required,0,2,,location.href = '/Inspection/Details/c790f70c-0d90-4823-a537-36083b7557b9' ,http://choosewise.nwhu.on.ca/Inspection/Details/c790f70c-0d90-4823-a537-36083b7557b9,http://choosewise.nwhu.on.ca/Facility/Details/e3a6c66e-2dd0-4ff2-8e84-c9b691457850
28-Jun-2023,Required,2,1,,location.href = '/Inspection/Details/fb61d48d-7fec-45cd-8299-57f44388e66f' ,http://choosewise.nwhu.on.ca/Inspection/Details/fb61d48d-7fec-45cd-8299-57f44388e66f,http://choosewise.nwhu.on.ca/Facility/Details/e3a6c66e-2dd0-4ff2-8e84-c9b691457850
12-Jul-2023,Required,0,3,,location.href = '/Inspection/Details/f9743a6f-9fb5-4ba0-b0b9-6ec174a0db42' ,http://choosewise.nwhu.on.ca/Inspection/Details/f9743a6f-9fb5-4ba0-b0b9-6ec174a0db42,http://choosewise.nwhu.on.ca/Facility/Details/d04bfcce-6237-4456-b0bd-717c8c543c82
12-Apr-2023,Required,0,2,,location.href = '/Inspection/Details/0e17a559-6a83-4525-8f06-5d8dfca19334' ,http://choosewise.nwhu.on.ca/Inspection/Details/0e17a559-6a83-4525-8f06-5d8dfca19334,http://choosewise.nwhu.on.ca/Facility/Details/d04bfcce-6237-4456-b0bd-717c8c543c82
25-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/ff916b5b-cd26-4de8-b7e7-fa12967a7d97' ,http://choosewise.nwhu.on.ca/Inspection/Details/ff916b5b-cd26-4de8-b7e7-fa12967a7d97,http://choosewise.nwhu.on.ca/Facility/Details/bc4d3d29-5abb-42f2-8e95-1931686af343
21-Feb-2023,Required,0,0,,location.href = '/Inspection/Details/458d4493-26d8-48e8-b0a8-376ca4902abe' ,http://choosewise.nwhu.on.ca/Inspection/Details/458d4493-26d8-48e8-b0a8-376ca4902abe,http://choosewise.nwhu.on.ca/Facility/Details/bc4d3d29-5abb-42f2-8e95-1931686af343
23-Sep-2022,Required,0,1,,location.href = '/Inspection/Details/7177aa20-092c-4375-8c31-616940661267' ,http://choosewise.nwhu.on.ca/Inspection/Details/7177aa20-092c-4375-8c31-616940661267,http://choosewise.nwhu.on.ca/Facility/Details/bc4d3d29-5abb-42f2-8e95-1931686af343
09-Jul-2020,Required,0,0,,location.href = '/Inspection/Details/60178f5f-9684-4fb0-885e-771e8c1b3094' ,http://choosewise.nwhu.on.ca/Inspection/Details/60178f5f-9684-4fb0-885e-771e8c1b3094,http://choosewise.nwhu.on.ca/Facility/Details/bc4d3d29-5abb-42f2-8e95-1931686af343
23-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/910cdea0-360c-4800-a529-12b9100186af' ,http://choosewise.nwhu.on.ca/Inspection/Details/910cdea0-360c-4800-a529-12b9100186af,http://choosewise.nwhu.on.ca/Facility/Details/02f9e14c-e4d4-443c-ab8d-d08cd899e348
14-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/f25f0e52-ab6a-4483-a544-4cbed44b3be3' ,http://choosewise.nwhu.on.ca/Inspection/Details/f25f0e52-ab6a-4483-a544-4cbed44b3be3,http://choosewise.nwhu.on.ca/Facility/Details/02f9e14c-e4d4-443c-ab8d-d08cd899e348
24-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/8fc307fa-bda1-4f18-bad2-864bebb64520' ,http://choosewise.nwhu.on.ca/Inspection/Details/8fc307fa-bda1-4f18-bad2-864bebb64520,http://choosewise.nwhu.on.ca/Facility/Details/02f9e14c-e4d4-443c-ab8d-d08cd899e348
28-Apr-2023,Required,0,0,,location.href = '/Inspection/Details/d5a14633-c527-43ae-bc07-32e96b00e4cb' ,http://choosewise.nwhu.on.ca/Inspection/Details/d5a14633-c527-43ae-bc07-32e96b00e4cb,http://choosewise.nwhu.on.ca/Facility/Details/02f9e14c-e4d4-443c-ab8d-d08cd899e348
03-Sep-2020,Required,0,0,,location.href = '/Inspection/Details/8cd8a36b-8925-48d1-a514-4aefff758a3c' ,http://choosewise.nwhu.on.ca/Inspection/Details/8cd8a36b-8925-48d1-a514-4aefff758a3c,http://choosewise.nwhu.on.ca/Facility/Details/02f9e14c-e4d4-443c-ab8d-d08cd899e348
16-Oct-2023,Required,0,0,,location.href = '/Inspection/Details/e77dec07-52c1-451e-a373-8f38c743b823' ,http://choosewise.nwhu.on.ca/Inspection/Details/e77dec07-52c1-451e-a373-8f38c743b823,http://choosewise.nwhu.on.ca/Facility/Details/fb0f35b4-c9c9-49bd-b89b-e49af581f04c
24-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/52954396-72fb-478c-8efb-2c3687a887e7' ,http://choosewise.nwhu.on.ca/Inspection/Details/52954396-72fb-478c-8efb-2c3687a887e7,http://choosewise.nwhu.on.ca/Facility/Details/248ee12c-02c9-4444-a76c-91e34d208461
14-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/e7b58486-c592-40d7-a89f-5b75f4ece216' ,http://choosewise.nwhu.on.ca/Inspection/Details/e7b58486-c592-40d7-a89f-5b75f4ece216,http://choosewise.nwhu.on.ca/Facility/Details/22257a51-ea92-493d-a65e-4d8fda1bf857
23-Aug-2023,Required,1,0,,location.href = '/Inspection/Details/28fc9181-2800-4123-80e3-fa5b67c3d92b' ,http://choosewise.nwhu.on.ca/Inspection/Details/28fc9181-2800-4123-80e3-fa5b67c3d92b,http://choosewise.nwhu.on.ca/Facility/Details/cc7fade8-e0b2-4a93-a061-ed4e012bdcc2
10-Aug-2023,Required,0,2,,location.href = '/Inspection/Details/f0c12b0c-6276-4217-bf86-f0f3a8147d67' ,http://choosewise.nwhu.on.ca/Inspection/Details/f0c12b0c-6276-4217-bf86-f0f3a8147d67,http://choosewise.nwhu.on.ca/Facility/Details/0a2cea32-3e32-4534-ac31-40e7a4906153
07-Dec-2023,Required,1,0,,location.href = '/Inspection/Details/7d2e8afc-545b-4c88-9181-1f3e5b627abe' ,http://choosewise.nwhu.on.ca/Inspection/Details/7d2e8afc-545b-4c88-9181-1f3e5b627abe,http://choosewise.nwhu.on.ca/Facility/Details/5872ded8-a46e-4ae7-b8a5-4c6122c54d2b
09-Mar-2023,Required,0,0,,location.href = '/Inspection/Details/c6516487-1d30-45c3-afa6-50eb0ace2c6a' ,http://choosewise.nwhu.on.ca/Inspection/Details/c6516487-1d30-45c3-afa6-50eb0ace2c6a,http://choosewise.nwhu.on.ca/Facility/Details/5872ded8-a46e-4ae7-b8a5-4c6122c54d2b
23-Aug-2022,Required,1,0,,location.href = '/Inspection/Details/b0fa867f-bb0c-4d35-b118-304dc682c132' ,http://choosewise.nwhu.on.ca/Inspection/Details/b0fa867f-bb0c-4d35-b118-304dc682c132,http://choosewise.nwhu.on.ca/Facility/Details/5872ded8-a46e-4ae7-b8a5-4c6122c54d2b
05-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/f27a0d88-e87d-4abc-a300-05a752d61acd' ,http://choosewise.nwhu.on.ca/Inspection/Details/f27a0d88-e87d-4abc-a300-05a752d61acd,http://choosewise.nwhu.on.ca/Facility/Details/4caaf9cb-55ea-400c-a876-856d67810703
29-Sep-2020,Required,0,0,,location.href = '/Inspection/Details/d8b8c863-bca9-4232-a893-f6d17d714833' ,http://choosewise.nwhu.on.ca/Inspection/Details/d8b8c863-bca9-4232-a893-f6d17d714833,http://choosewise.nwhu.on.ca/Facility/Details/4caaf9cb-55ea-400c-a876-856d67810703
15-Feb-2024,Required,0,1,,location.href = '/Inspection/Details/fed3037c-eb46-4076-b713-85f2d539df07' ,http://choosewise.nwhu.on.ca/Inspection/Details/fed3037c-eb46-4076-b713-85f2d539df07,http://choosewise.nwhu.on.ca/Facility/Details/c1caf45e-6532-41d7-930c-8dfa7c616480
02-Nov-2023,Required,0,1,,location.href = '/Inspection/Details/63f05ead-3364-4646-ac6e-069a26851333' ,http://choosewise.nwhu.on.ca/Inspection/Details/63f05ead-3364-4646-ac6e-069a26851333,http://choosewise.nwhu.on.ca/Facility/Details/c1caf45e-6532-41d7-930c-8dfa7c616480
08-Mar-2023,Required,0,0,,location.href = '/Inspection/Details/ac3aa832-4de7-44b9-9a5f-e67a701e50d8' ,http://choosewise.nwhu.on.ca/Inspection/Details/ac3aa832-4de7-44b9-9a5f-e67a701e50d8,http://choosewise.nwhu.on.ca/Facility/Details/c1caf45e-6532-41d7-930c-8dfa7c616480
21-Jul-2022,Required,0,0,,location.href = '/Inspection/Details/265b2244-ffba-4139-ba72-99e293dea8f5' ,http://choosewise.nwhu.on.ca/Inspection/Details/265b2244-ffba-4139-ba72-99e293dea8f5,http://choosewise.nwhu.on.ca/Facility/Details/c1caf45e-6532-41d7-930c-8dfa7c616480
05-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/2c5b4461-4521-4bef-b553-a11ca1694e9c' ,http://choosewise.nwhu.on.ca/Inspection/Details/2c5b4461-4521-4bef-b553-a11ca1694e9c,http://choosewise.nwhu.on.ca/Facility/Details/76be3d80-3d8e-4376-85f2-4cdf8012d068
29-Sep-2020,Required,0,0,,location.href = '/Inspection/Details/dd56a0d7-7c4a-4d2f-ab47-a3b7f5ec0f90' ,http://choosewise.nwhu.on.ca/Inspection/Details/dd56a0d7-7c4a-4d2f-ab47-a3b7f5ec0f90,http://choosewise.nwhu.on.ca/Facility/Details/76be3d80-3d8e-4376-85f2-4cdf8012d068
25-Apr-2024,Follow-up,2,0,,location.href = '/Inspection/Details/2c8c5f43-c499-4720-9cdf-e08e72ea8f7e' ,http://choosewise.nwhu.on.ca/Inspection/Details/2c8c5f43-c499-4720-9cdf-e08e72ea8f7e,http://choosewise.nwhu.on.ca/Facility/Details/c7ecdc64-6cb6-4837-9c65-df265530faa9
23-Apr-2024,Required,4,0,,location.href = '/Inspection/Details/1cb98775-bb58-40b1-8c29-1ad8711cf92d' ,http://choosewise.nwhu.on.ca/Inspection/Details/1cb98775-bb58-40b1-8c29-1ad8711cf92d,http://choosewise.nwhu.on.ca/Facility/Details/c7ecdc64-6cb6-4837-9c65-df265530faa9
13-Dec-2023,Required,2,0,,location.href = '/Inspection/Details/2c80c099-34fe-4fef-b863-057f512c45a1' ,http://choosewise.nwhu.on.ca/Inspection/Details/2c80c099-34fe-4fef-b863-057f512c45a1,http://choosewise.nwhu.on.ca/Facility/Details/c7ecdc64-6cb6-4837-9c65-df265530faa9
28-Jun-2023,Required,2,0,,location.href = '/Inspection/Details/207b2309-f24e-456a-9d29-99e97ebb6049' ,http://choosewise.nwhu.on.ca/Inspection/Details/207b2309-f24e-456a-9d29-99e97ebb6049,http://choosewise.nwhu.on.ca/Facility/Details/c7ecdc64-6cb6-4837-9c65-df265530faa9
19-Mar-2024,Required,0,0,,location.href = '/Inspection/Details/4d574e30-08aa-4344-ba73-ebbf1dcec2dc' ,http://choosewise.nwhu.on.ca/Inspection/Details/4d574e30-08aa-4344-ba73-ebbf1dcec2dc,http://choosewise.nwhu.on.ca/Facility/Details/d997ae71-86ae-4f8f-8f7b-434b5577e6f2
07-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/f4d4a22c-746a-4269-9552-2b75e078e308' ,http://choosewise.nwhu.on.ca/Inspection/Details/f4d4a22c-746a-4269-9552-2b75e078e308,http://choosewise.nwhu.on.ca/Facility/Details/d997ae71-86ae-4f8f-8f7b-434b5577e6f2
23-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/f1f7496e-8a6b-422e-aaa4-51653775fb43' ,http://choosewise.nwhu.on.ca/Inspection/Details/f1f7496e-8a6b-422e-aaa4-51653775fb43,http://choosewise.nwhu.on.ca/Facility/Details/d997ae71-86ae-4f8f-8f7b-434b5577e6f2
28-Mar-2023,Required,0,0,,location.href = '/Inspection/Details/dc2c163a-379f-4b13-9855-9c8481093368' ,http://choosewise.nwhu.on.ca/Inspection/Details/dc2c163a-379f-4b13-9855-9c8481093368,http://choosewise.nwhu.on.ca/Facility/Details/d997ae71-86ae-4f8f-8f7b-434b5577e6f2
19-Dec-2023,Required,0,1,,location.href = '/Inspection/Details/8389d2b2-1aac-487d-a0e5-617cf9cb3e07' ,http://choosewise.nwhu.on.ca/Inspection/Details/8389d2b2-1aac-487d-a0e5-617cf9cb3e07,http://choosewise.nwhu.on.ca/Facility/Details/938a64f7-7521-4a6b-b8b9-8f136b88ecc2
11-Apr-2024,Required,1,1,,location.href = '/Inspection/Details/a54c598e-9ef3-400c-807b-2ae1b0fb22e9' ,http://choosewise.nwhu.on.ca/Inspection/Details/a54c598e-9ef3-400c-807b-2ae1b0fb22e9,http://choosewise.nwhu.on.ca/Facility/Details/e78e96ec-be13-4154-8b71-a048cb07db44
11-Apr-2024,Follow-up,0,0,,location.href = '/Inspection/Details/01c99ac1-4370-405f-b157-a992a25ca68e' ,http://choosewise.nwhu.on.ca/Inspection/Details/01c99ac1-4370-405f-b157-a992a25ca68e,http://choosewise.nwhu.on.ca/Facility/Details/e78e96ec-be13-4154-8b71-a048cb07db44
13-Dec-2023,Required,1,2,,location.href = '/Inspection/Details/6ad0ff5c-fa49-472f-a897-0514a871d7ad' ,http://choosewise.nwhu.on.ca/Inspection/Details/6ad0ff5c-fa49-472f-a897-0514a871d7ad,http://choosewise.nwhu.on.ca/Facility/Details/e78e96ec-be13-4154-8b71-a048cb07db44
30-Aug-2023,Required,1,1,,location.href = '/Inspection/Details/8e59467f-75c2-4078-a159-fccc7bbb9f60' ,http://choosewise.nwhu.on.ca/Inspection/Details/8e59467f-75c2-4078-a159-fccc7bbb9f60,http://choosewise.nwhu.on.ca/Facility/Details/e78e96ec-be13-4154-8b71-a048cb07db44
26-Apr-2023,Required,1,1,,location.href = '/Inspection/Details/e97efdc9-e3c9-4b5d-bcc8-3dd82a08d140' ,http://choosewise.nwhu.on.ca/Inspection/Details/e97efdc9-e3c9-4b5d-bcc8-3dd82a08d140,http://choosewise.nwhu.on.ca/Facility/Details/e78e96ec-be13-4154-8b71-a048cb07db44
23-Apr-2024,Required,0,1,,location.href = '/Inspection/Details/52b3c87d-9821-4586-96f2-9baed2eb2d89' ,http://choosewise.nwhu.on.ca/Inspection/Details/52b3c87d-9821-4586-96f2-9baed2eb2d89,http://choosewise.nwhu.on.ca/Facility/Details/a528cd75-d0f0-4dc3-a41d-f33e81ea8f90
15-Jun-2023,Required,1,0,,location.href = '/Inspection/Details/70749c18-207b-4479-ab52-8acb517aad8c' ,http://choosewise.nwhu.on.ca/Inspection/Details/70749c18-207b-4479-ab52-8acb517aad8c,http://choosewise.nwhu.on.ca/Facility/Details/a528cd75-d0f0-4dc3-a41d-f33e81ea8f90
03-Dec-2020,Required,0,0,,location.href = '/Inspection/Details/cc750004-38a9-4051-9bd8-ae20a535d701' ,http://choosewise.nwhu.on.ca/Inspection/Details/cc750004-38a9-4051-9bd8-ae20a535d701,http://choosewise.nwhu.on.ca/Facility/Details/a528cd75-d0f0-4dc3-a41d-f33e81ea8f90
07-Dec-2023,Follow-up,0,0,,location.href = '/Inspection/Details/4047b48f-31ca-457c-9501-859aa3c4f2f4' ,http://choosewise.nwhu.on.ca/Inspection/Details/4047b48f-31ca-457c-9501-859aa3c4f2f4,http://choosewise.nwhu.on.ca/Facility/Details/48c5a4d2-319c-4d3a-ade5-e2051d64c548
01-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/6426e68e-d2c5-4093-b3d0-eacbaa2b9af9' ,http://choosewise.nwhu.on.ca/Inspection/Details/6426e68e-d2c5-4093-b3d0-eacbaa2b9af9,http://choosewise.nwhu.on.ca/Facility/Details/48c5a4d2-319c-4d3a-ade5-e2051d64c548
19-May-2023,Required,0,1,,location.href = '/Inspection/Details/78f6ad15-6dd7-4aea-bddc-7949e974ec04' ,http://choosewise.nwhu.on.ca/Inspection/Details/78f6ad15-6dd7-4aea-bddc-7949e974ec04,http://choosewise.nwhu.on.ca/Facility/Details/48c5a4d2-319c-4d3a-ade5-e2051d64c548
02-Dec-2021,Required,0,0,,location.href = '/Inspection/Details/93475028-e535-4650-8f34-c3761a5a1756' ,http://choosewise.nwhu.on.ca/Inspection/Details/93475028-e535-4650-8f34-c3761a5a1756,http://choosewise.nwhu.on.ca/Facility/Details/48c5a4d2-319c-4d3a-ade5-e2051d64c548
12-Dec-2023,Required,1,1,,location.href = '/Inspection/Details/c36cc93c-fb1a-480c-b962-0580e79f1d99' ,http://choosewise.nwhu.on.ca/Inspection/Details/c36cc93c-fb1a-480c-b962-0580e79f1d99,http://choosewise.nwhu.on.ca/Facility/Details/af56f283-4f89-4038-b528-fb5c62dddefb
31-Aug-2023,Required,2,0,,location.href = '/Inspection/Details/b4f81ece-3838-4180-a302-103a333e6859' ,http://choosewise.nwhu.on.ca/Inspection/Details/b4f81ece-3838-4180-a302-103a333e6859,http://choosewise.nwhu.on.ca/Facility/Details/af56f283-4f89-4038-b528-fb5c62dddefb
24-Jan-2023,Required,1,0,,location.href = '/Inspection/Details/c2391c2c-e8b4-4739-bef6-978752acdbd2' ,http://choosewise.nwhu.on.ca/Inspection/Details/c2391c2c-e8b4-4739-bef6-978752acdbd2,http://choosewise.nwhu.on.ca/Facility/Details/af56f283-4f89-4038-b528-fb5c62dddefb
22-Oct-2020,Required,0,0,,location.href = '/Inspection/Details/0c88f33b-d94b-4610-a722-40f2ce3f9e54' ,http://choosewise.nwhu.on.ca/Inspection/Details/0c88f33b-d94b-4610-a722-40f2ce3f9e54,http://choosewise.nwhu.on.ca/Facility/Details/af56f283-4f89-4038-b528-fb5c62dddefb
30-Nov-2023,Required,0,0,,location.href = '/Inspection/Details/c60b9793-7aa5-41ab-9208-c9436b474f25' ,http://choosewise.nwhu.on.ca/Inspection/Details/c60b9793-7aa5-41ab-9208-c9436b474f25,http://choosewise.nwhu.on.ca/Facility/Details/3f95e994-e8fe-412b-8eee-80d901ddb312
22-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/eaa9e309-84d7-4382-b968-d3e4945c86ab' ,http://choosewise.nwhu.on.ca/Inspection/Details/eaa9e309-84d7-4382-b968-d3e4945c86ab,http://choosewise.nwhu.on.ca/Facility/Details/e19fa74a-824f-47c6-912f-283c6709c161
16-Feb-2024,Required,1,2,,location.href = '/Inspection/Details/d0406908-2ac7-41de-aa1a-e752e3309ae3' ,http://choosewise.nwhu.on.ca/Inspection/Details/d0406908-2ac7-41de-aa1a-e752e3309ae3,http://choosewise.nwhu.on.ca/Facility/Details/a23ad96a-9603-49e9-b157-7461c599dddc
01-Nov-2023,Required,1,1,,location.href = '/Inspection/Details/3fabe084-0429-454b-afa9-3d998750357d' ,http://choosewise.nwhu.on.ca/Inspection/Details/3fabe084-0429-454b-afa9-3d998750357d,http://choosewise.nwhu.on.ca/Facility/Details/a23ad96a-9603-49e9-b157-7461c599dddc
29-Mar-2023,Required,1,0,,location.href = '/Inspection/Details/f41070e1-c75e-4e6e-b86b-31613f0f9dd2' ,http://choosewise.nwhu.on.ca/Inspection/Details/f41070e1-c75e-4e6e-b86b-31613f0f9dd2,http://choosewise.nwhu.on.ca/Facility/Details/a23ad96a-9603-49e9-b157-7461c599dddc
01-Nov-2022,Required,0,4,,location.href = '/Inspection/Details/ac57cc02-8742-4134-aaef-5688e803fb76' ,http://choosewise.nwhu.on.ca/Inspection/Details/ac57cc02-8742-4134-aaef-5688e803fb76,http://choosewise.nwhu.on.ca/Facility/Details/a23ad96a-9603-49e9-b157-7461c599dddc
16-Nov-2022,Required,0,2,,location.href = '/Inspection/Details/016b8da8-7384-4381-b4bc-5d66e9c40a84' ,http://choosewise.nwhu.on.ca/Inspection/Details/016b8da8-7384-4381-b4bc-5d66e9c40a84,http://choosewise.nwhu.on.ca/Facility/Details/ee31ea01-0927-4ae2-b416-c3a5d04c0a00
08-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/f7b489b9-3073-4112-8caf-6f8ed4621c19' ,http://choosewise.nwhu.on.ca/Inspection/Details/f7b489b9-3073-4112-8caf-6f8ed4621c19,http://choosewise.nwhu.on.ca/Facility/Details/79434d0e-0f38-4919-84b6-3ff1f3a735a3
14-Jun-2023,Required,0,0,,location.href = '/Inspection/Details/efb7c90b-5811-4bbf-b4db-d0fa1a5f00c3' ,http://choosewise.nwhu.on.ca/Inspection/Details/efb7c90b-5811-4bbf-b4db-d0fa1a5f00c3,http://choosewise.nwhu.on.ca/Facility/Details/79434d0e-0f38-4919-84b6-3ff1f3a735a3
28-Jan-2021,Required,0,1,,location.href = '/Inspection/Details/6a9eaa40-fca4-4174-9e23-eabdddb86774' ,http://choosewise.nwhu.on.ca/Inspection/Details/6a9eaa40-fca4-4174-9e23-eabdddb86774,http://choosewise.nwhu.on.ca/Facility/Details/79434d0e-0f38-4919-84b6-3ff1f3a735a3
08-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/aa1ff115-48fa-41a1-a557-71aae6db377e' ,http://choosewise.nwhu.on.ca/Inspection/Details/aa1ff115-48fa-41a1-a557-71aae6db377e,http://choosewise.nwhu.on.ca/Facility/Details/f7791caf-3e03-471c-8973-7420c4c9f253
28-Jun-2023,Required,1,0,,location.href = '/Inspection/Details/95bb7184-2075-430f-b817-afd5822e241a' ,http://choosewise.nwhu.on.ca/Inspection/Details/95bb7184-2075-430f-b817-afd5822e241a,http://choosewise.nwhu.on.ca/Facility/Details/f7791caf-3e03-471c-8973-7420c4c9f253
16-Nov-2022,Required,0,1,,location.href = '/Inspection/Details/3d994b48-6f71-4220-aafd-4d7e00b94475' ,http://choosewise.nwhu.on.ca/Inspection/Details/3d994b48-6f71-4220-aafd-4d7e00b94475,http://choosewise.nwhu.on.ca/Facility/Details/f7791caf-3e03-471c-8973-7420c4c9f253
03-Aug-2023,Follow-up,0,1,,location.href = '/Inspection/Details/ad896b69-21ff-4346-9f4a-6d1a8c536d12' ,http://choosewise.nwhu.on.ca/Inspection/Details/ad896b69-21ff-4346-9f4a-6d1a8c536d12,http://choosewise.nwhu.on.ca/Facility/Details/b4d349f8-2925-48b8-842f-48a6f4070517
28-Jul-2023,Required,2,0,,location.href = '/Inspection/Details/960b00f1-6270-4438-955b-dd336969c639' ,http://choosewise.nwhu.on.ca/Inspection/Details/960b00f1-6270-4438-955b-dd336969c639,http://choosewise.nwhu.on.ca/Facility/Details/b4d349f8-2925-48b8-842f-48a6f4070517
13-Jul-2023,Required,0,0,,location.href = '/Inspection/Details/1643d8c0-885c-442e-af46-a3070eba71a2' ,http://choosewise.nwhu.on.ca/Inspection/Details/1643d8c0-885c-442e-af46-a3070eba71a2,http://choosewise.nwhu.on.ca/Facility/Details/ff84c537-c1de-4e95-a081-f7c25c1a32b7
30-Nov-2023,Required,0,1,,location.href = '/Inspection/Details/c7a8eab2-886f-4030-90da-12cb38a4143d' ,http://choosewise.nwhu.on.ca/Inspection/Details/c7a8eab2-886f-4030-90da-12cb38a4143d,http://choosewise.nwhu.on.ca/Facility/Details/ab85c4b2-d957-4168-a69a-d7b95ad855fd
10-Mar-2023,Required,0,2,,location.href = '/Inspection/Details/17fda9c5-d3bc-444b-87fc-71d12932969e' ,http://choosewise.nwhu.on.ca/Inspection/Details/17fda9c5-d3bc-444b-87fc-71d12932969e,http://choosewise.nwhu.on.ca/Facility/Details/ab85c4b2-d957-4168-a69a-d7b95ad855fd
