Inspection Date,Inspection Type,Critical Infractions Count,Non Critical Infractions Count,Inspection Result,url_inspection,url_inspection_full,url_entity_full
31-Mar-2023,Required,0,1,,location.href = '/Inspection/Details/a30b9522-1382-45ba-afaa-070ec27f6224' ,http://choosewise.nwhu.on.ca/Inspection/Details/a30b9522-1382-45ba-afaa-070ec27f6224,http://choosewise.nwhu.on.ca/Facility/Details/892b5fdc-46b5-4836-a560-979bbc9a41ed
04-Nov-2020,Required,0,0,,location.href = '/Inspection/Details/ca669c56-f543-40c2-9cc4-e07cd2131279' ,http://choosewise.nwhu.on.ca/Inspection/Details/ca669c56-f543-40c2-9cc4-e07cd2131279,http://choosewise.nwhu.on.ca/Facility/Details/892b5fdc-46b5-4836-a560-979bbc9a41ed
18-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/172f52f3-af94-41d0-8e55-5d748ffb9cd0' ,http://choosewise.nwhu.on.ca/Inspection/Details/172f52f3-af94-41d0-8e55-5d748ffb9cd0,http://choosewise.nwhu.on.ca/Facility/Details/5b741573-1fb3-4719-be0d-222af93f8500
26-Jun-2023,Required,0,0,,location.href = '/Inspection/Details/56ad41d7-a5f6-4c63-a3b0-586211cd5d5f' ,http://choosewise.nwhu.on.ca/Inspection/Details/56ad41d7-a5f6-4c63-a3b0-586211cd5d5f,http://choosewise.nwhu.on.ca/Facility/Details/5b741573-1fb3-4719-be0d-222af93f8500
03-Jan-2023,Required,0,1,,location.href = '/Inspection/Details/bd0eba55-1015-4c5a-b53a-ebb1ddf37b4a' ,http://choosewise.nwhu.on.ca/Inspection/Details/bd0eba55-1015-4c5a-b53a-ebb1ddf37b4a,http://choosewise.nwhu.on.ca/Facility/Details/b8692198-83c8-4b8d-b555-3e50513362ae
19-Sep-2023,Required,0,0,,location.href = '/Inspection/Details/1a826c85-8e4a-48b0-866c-37abcc978ccc' ,http://choosewise.nwhu.on.ca/Inspection/Details/1a826c85-8e4a-48b0-866c-37abcc978ccc,http://choosewise.nwhu.on.ca/Facility/Details/be8fd5e6-8637-4d9b-bcff-afaf50c602f5
19-Sep-2023,Required,0,1,,location.href = '/Inspection/Details/bd26a050-1c29-49f5-91a2-d857b75066f0' ,http://choosewise.nwhu.on.ca/Inspection/Details/bd26a050-1c29-49f5-91a2-d857b75066f0,http://choosewise.nwhu.on.ca/Facility/Details/a6e0e9ee-1ee4-42a3-a0bd-0c1f16bee646
08-Mar-2023,Required,0,1,,location.href = '/Inspection/Details/f4123a37-44f8-4962-8537-0baddb5332ef' ,http://choosewise.nwhu.on.ca/Inspection/Details/f4123a37-44f8-4962-8537-0baddb5332ef,http://choosewise.nwhu.on.ca/Facility/Details/0585edb6-1352-48ea-8fa5-626f3104b4d6
06-Mar-2024,Required,0,2,,location.href = '/Inspection/Details/3d324aa9-8007-41a0-9d4a-72a365b4e8b5' ,http://choosewise.nwhu.on.ca/Inspection/Details/3d324aa9-8007-41a0-9d4a-72a365b4e8b5,http://choosewise.nwhu.on.ca/Facility/Details/66cda72f-2016-4aea-a866-b9979ccef3c7
11-Dec-2023,Required,0,1,,location.href = '/Inspection/Details/78a03024-6c26-4206-b81c-daa55ab70c18' ,http://choosewise.nwhu.on.ca/Inspection/Details/78a03024-6c26-4206-b81c-daa55ab70c18,http://choosewise.nwhu.on.ca/Facility/Details/66cda72f-2016-4aea-a866-b9979ccef3c7
21-Jun-2023,Required,0,0,,location.href = '/Inspection/Details/67cc3bb2-9522-4b5b-a64f-468e5d4dedaf' ,http://choosewise.nwhu.on.ca/Inspection/Details/67cc3bb2-9522-4b5b-a64f-468e5d4dedaf,http://choosewise.nwhu.on.ca/Facility/Details/66cda72f-2016-4aea-a866-b9979ccef3c7
31-May-2023,Required,0,0,,location.href = '/Inspection/Details/f71b0ff8-f2ff-4175-9984-1d3f84d6b056' ,http://choosewise.nwhu.on.ca/Inspection/Details/f71b0ff8-f2ff-4175-9984-1d3f84d6b056,http://choosewise.nwhu.on.ca/Facility/Details/66cda72f-2016-4aea-a866-b9979ccef3c7
31-Jan-2024,Required,0,0,,location.href = '/Inspection/Details/571aa7e7-150f-43fa-8494-fffe770b17e4' ,http://choosewise.nwhu.on.ca/Inspection/Details/571aa7e7-150f-43fa-8494-fffe770b17e4,http://choosewise.nwhu.on.ca/Facility/Details/41f5bfe1-9df7-4c4f-bd40-cc55e1d08065
31-May-2023,Required,0,1,,location.href = '/Inspection/Details/4f4c71c8-35a3-4a62-97c7-f41a43c23afb' ,http://choosewise.nwhu.on.ca/Inspection/Details/4f4c71c8-35a3-4a62-97c7-f41a43c23afb,http://choosewise.nwhu.on.ca/Facility/Details/41f5bfe1-9df7-4c4f-bd40-cc55e1d08065
05-Nov-2020,Required,0,0,,location.href = '/Inspection/Details/e855aebc-b592-4e98-a1a1-f7f8bf7366fc' ,http://choosewise.nwhu.on.ca/Inspection/Details/e855aebc-b592-4e98-a1a1-f7f8bf7366fc,http://choosewise.nwhu.on.ca/Facility/Details/41f5bfe1-9df7-4c4f-bd40-cc55e1d08065
30-Nov-2023,Required,1,0,,location.href = '/Inspection/Details/b126370d-07d0-4ecb-b34a-456bbc8ff61d' ,http://choosewise.nwhu.on.ca/Inspection/Details/b126370d-07d0-4ecb-b34a-456bbc8ff61d,http://choosewise.nwhu.on.ca/Facility/Details/f8089e5b-9c30-44ea-8b80-d3cb7b5e4d0f
21-Aug-2023,Follow-up,0,0,,location.href = '/Inspection/Details/77a50872-56d5-4bb0-ab82-d353febdb0b9' ,http://choosewise.nwhu.on.ca/Inspection/Details/77a50872-56d5-4bb0-ab82-d353febdb0b9,http://choosewise.nwhu.on.ca/Facility/Details/f8089e5b-9c30-44ea-8b80-d3cb7b5e4d0f
29-Jun-2023,Required,2,1,,location.href = '/Inspection/Details/cbd700bc-f2e8-410a-a638-36ae111c2e77' ,http://choosewise.nwhu.on.ca/Inspection/Details/cbd700bc-f2e8-410a-a638-36ae111c2e77,http://choosewise.nwhu.on.ca/Facility/Details/f8089e5b-9c30-44ea-8b80-d3cb7b5e4d0f
24-May-2022,Required,0,0,,location.href = '/Inspection/Details/009e6d8e-f2a3-45d7-99d4-8131f2a6771e' ,http://choosewise.nwhu.on.ca/Inspection/Details/009e6d8e-f2a3-45d7-99d4-8131f2a6771e,http://choosewise.nwhu.on.ca/Facility/Details/8a29aa3c-e0d0-4f97-8bf0-6e5dafcf8e1c
02-Mar-2022,Required,0,0,,location.href = '/Inspection/Details/c48cbfc7-1382-4d9e-9f82-3a38abdb6d52' ,http://choosewise.nwhu.on.ca/Inspection/Details/c48cbfc7-1382-4d9e-9f82-3a38abdb6d52,http://choosewise.nwhu.on.ca/Facility/Details/d9566149-f5f0-443e-87be-16e5438f6652
09-Aug-2023,Required,0,1,,location.href = '/Inspection/Details/4eb0f406-4ac1-4aa1-b460-377338ca72d9' ,http://choosewise.nwhu.on.ca/Inspection/Details/4eb0f406-4ac1-4aa1-b460-377338ca72d9,http://choosewise.nwhu.on.ca/Facility/Details/2baf02c0-06e7-4771-a71a-dc6903e6db31
25-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/217569db-7895-42ff-99c8-0ea81071cbbd' ,http://choosewise.nwhu.on.ca/Inspection/Details/217569db-7895-42ff-99c8-0ea81071cbbd,http://choosewise.nwhu.on.ca/Facility/Details/e847147c-9276-4309-ad90-fe8c7d9ae1d9
22-Nov-2023,Required,0,0,,location.href = '/Inspection/Details/2ed99a12-568c-48e5-8e60-17b4dffaa3ad' ,http://choosewise.nwhu.on.ca/Inspection/Details/2ed99a12-568c-48e5-8e60-17b4dffaa3ad,http://choosewise.nwhu.on.ca/Facility/Details/e847147c-9276-4309-ad90-fe8c7d9ae1d9
22-Feb-2024,Required,0,0,,location.href = '/Inspection/Details/c2b03f55-80b2-4907-865c-8c8e15213a84' ,http://choosewise.nwhu.on.ca/Inspection/Details/c2b03f55-80b2-4907-865c-8c8e15213a84,http://choosewise.nwhu.on.ca/Facility/Details/09d1e6e9-2e30-437c-a8e3-0ef89165192c
24-Feb-2023,Required,0,1,,location.href = '/Inspection/Details/fe2468da-31ba-405f-9026-86acf68e11de' ,http://choosewise.nwhu.on.ca/Inspection/Details/fe2468da-31ba-405f-9026-86acf68e11de,http://choosewise.nwhu.on.ca/Facility/Details/09d1e6e9-2e30-437c-a8e3-0ef89165192c
19-Feb-2020,Required,0,0,,location.href = '/Inspection/Details/3e55c962-47a5-44e4-825f-76d478e0924f' ,http://choosewise.nwhu.on.ca/Inspection/Details/3e55c962-47a5-44e4-825f-76d478e0924f,http://choosewise.nwhu.on.ca/Facility/Details/09d1e6e9-2e30-437c-a8e3-0ef89165192c
14-Dec-2023,Required,2,0,,location.href = '/Inspection/Details/8b565a87-a898-4176-9bba-202bccaa7306' ,http://choosewise.nwhu.on.ca/Inspection/Details/8b565a87-a898-4176-9bba-202bccaa7306,http://choosewise.nwhu.on.ca/Facility/Details/37143277-08c1-4d87-a48f-14bf37a2cdde
29-Jun-2023,Required,0,0,,location.href = '/Inspection/Details/3ed333d2-01d7-4485-a5d5-4c62469ea769' ,http://choosewise.nwhu.on.ca/Inspection/Details/3ed333d2-01d7-4485-a5d5-4c62469ea769,http://choosewise.nwhu.on.ca/Facility/Details/37143277-08c1-4d87-a48f-14bf37a2cdde
14-Oct-2021,Follow-up,0,0,,location.href = '/Inspection/Details/b05e6694-9361-4044-be20-2b47197d948f' ,http://choosewise.nwhu.on.ca/Inspection/Details/b05e6694-9361-4044-be20-2b47197d948f,http://choosewise.nwhu.on.ca/Facility/Details/37143277-08c1-4d87-a48f-14bf37a2cdde
29-Sep-2021,Required,1,0,,location.href = '/Inspection/Details/a442dd43-933d-4a7f-ada9-412deb782290' ,http://choosewise.nwhu.on.ca/Inspection/Details/a442dd43-933d-4a7f-ada9-412deb782290,http://choosewise.nwhu.on.ca/Facility/Details/37143277-08c1-4d87-a48f-14bf37a2cdde
05-Mar-2021,Required,0,0,,location.href = '/Inspection/Details/6f9bb9c8-b35f-4434-be9a-0758e7291546' ,http://choosewise.nwhu.on.ca/Inspection/Details/6f9bb9c8-b35f-4434-be9a-0758e7291546,http://choosewise.nwhu.on.ca/Facility/Details/37143277-08c1-4d87-a48f-14bf37a2cdde
29-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/1831d69c-364a-4a47-ad75-b03ed6866638' ,http://choosewise.nwhu.on.ca/Inspection/Details/1831d69c-364a-4a47-ad75-b03ed6866638,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
14-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/5917ac8f-3b07-4d5c-abc3-0b8bdbc32d0f' ,http://choosewise.nwhu.on.ca/Inspection/Details/5917ac8f-3b07-4d5c-abc3-0b8bdbc32d0f,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
22-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/39cd8a3c-c250-43a5-9c6f-640798fb701d' ,http://choosewise.nwhu.on.ca/Inspection/Details/39cd8a3c-c250-43a5-9c6f-640798fb701d,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
20-Apr-2023,Required,0,0,,location.href = '/Inspection/Details/bdb99a06-977a-46df-8e87-a3d2af192a3c' ,http://choosewise.nwhu.on.ca/Inspection/Details/bdb99a06-977a-46df-8e87-a3d2af192a3c,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
24-Nov-2022,Required,0,0,,location.href = '/Inspection/Details/2d07fde6-8772-429a-8d74-22d76d7b43b5' ,http://choosewise.nwhu.on.ca/Inspection/Details/2d07fde6-8772-429a-8d74-22d76d7b43b5,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
12-May-2020,Required,0,0,,location.href = '/Inspection/Details/04e33684-22df-49fd-bfc1-107554c875b3' ,http://choosewise.nwhu.on.ca/Inspection/Details/04e33684-22df-49fd-bfc1-107554c875b3,http://choosewise.nwhu.on.ca/Facility/Details/6ac9225c-6125-4b90-be79-60cb88905bff
11-Jan-2024,Required,0,0,,location.href = '/Inspection/Details/b535c7fc-76e6-4972-8326-05d1a406945b' ,http://choosewise.nwhu.on.ca/Inspection/Details/b535c7fc-76e6-4972-8326-05d1a406945b,http://choosewise.nwhu.on.ca/Facility/Details/b00f26bd-049c-4c30-bfa5-71368b116bc2
24-Feb-2023,Required,0,0,,location.href = '/Inspection/Details/9ee71803-f105-486f-b240-73e0dafbfc18' ,http://choosewise.nwhu.on.ca/Inspection/Details/9ee71803-f105-486f-b240-73e0dafbfc18,http://choosewise.nwhu.on.ca/Facility/Details/b00f26bd-049c-4c30-bfa5-71368b116bc2
16-Jan-2020,Required,0,0,,location.href = '/Inspection/Details/45f449eb-0b8f-4d64-bc3f-c504b17cedda' ,http://choosewise.nwhu.on.ca/Inspection/Details/45f449eb-0b8f-4d64-bc3f-c504b17cedda,http://choosewise.nwhu.on.ca/Facility/Details/b00f26bd-049c-4c30-bfa5-71368b116bc2
17-Aug-2023,Required,0,1,,location.href = '/Inspection/Details/bfb1d2df-29bf-4550-bc80-55cccb4ad827' ,http://choosewise.nwhu.on.ca/Inspection/Details/bfb1d2df-29bf-4550-bc80-55cccb4ad827,http://choosewise.nwhu.on.ca/Facility/Details/ebf3f06f-5814-4202-a774-e01c2f7da9c1
20-Sep-2023,Required,0,0,,location.href = '/Inspection/Details/dc403260-7a50-4e92-b5e3-7d2a0079b639' ,http://choosewise.nwhu.on.ca/Inspection/Details/dc403260-7a50-4e92-b5e3-7d2a0079b639,http://choosewise.nwhu.on.ca/Facility/Details/2fed8288-f28e-4e17-90f6-e01eb17a95ac
08-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/f76f2c12-5c11-4114-adbe-c3354b280539' ,http://choosewise.nwhu.on.ca/Inspection/Details/f76f2c12-5c11-4114-adbe-c3354b280539,http://choosewise.nwhu.on.ca/Facility/Details/810a17dc-22d5-4b1e-9b38-8122d640c1f9
26-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/c6d93604-4c00-4a36-a02b-549b2dbaa870' ,http://choosewise.nwhu.on.ca/Inspection/Details/c6d93604-4c00-4a36-a02b-549b2dbaa870,http://choosewise.nwhu.on.ca/Facility/Details/a0b898b3-eb60-4082-a3cd-6870a9c36bf3
24-Apr-2023,Required,0,0,,location.href = '/Inspection/Details/01361553-f6e8-42e6-96fd-d7a2f931e9b6' ,http://choosewise.nwhu.on.ca/Inspection/Details/01361553-f6e8-42e6-96fd-d7a2f931e9b6,http://choosewise.nwhu.on.ca/Facility/Details/a0b898b3-eb60-4082-a3cd-6870a9c36bf3
13-Mar-2020,Required,0,0,,location.href = '/Inspection/Details/227f3945-be83-45ed-b0e9-9b92966e224c' ,http://choosewise.nwhu.on.ca/Inspection/Details/227f3945-be83-45ed-b0e9-9b92966e224c,http://choosewise.nwhu.on.ca/Facility/Details/a0b898b3-eb60-4082-a3cd-6870a9c36bf3
01-Sep-2023,Required,0,0,,location.href = '/Inspection/Details/d61f0f39-e9d4-41b1-bd62-3bcb3a7212a3' ,http://choosewise.nwhu.on.ca/Inspection/Details/d61f0f39-e9d4-41b1-bd62-3bcb3a7212a3,http://choosewise.nwhu.on.ca/Facility/Details/698f1507-6dce-401d-bea3-efd20cae75f4
11-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/6c21ca26-b912-4123-93b0-80fecf11ef71' ,http://choosewise.nwhu.on.ca/Inspection/Details/6c21ca26-b912-4123-93b0-80fecf11ef71,http://choosewise.nwhu.on.ca/Facility/Details/7a39766e-2dde-4413-b0af-ee9eb831e24e
19-May-2023,Required,0,0,,location.href = '/Inspection/Details/97f709b4-b942-4803-b41f-0958a7a20f5a' ,http://choosewise.nwhu.on.ca/Inspection/Details/97f709b4-b942-4803-b41f-0958a7a20f5a,http://choosewise.nwhu.on.ca/Facility/Details/7a39766e-2dde-4413-b0af-ee9eb831e24e
09-Apr-2024,Required,0,1,,location.href = '/Inspection/Details/0a753d82-c4c7-4536-84ca-771f83afe726' ,http://choosewise.nwhu.on.ca/Inspection/Details/0a753d82-c4c7-4536-84ca-771f83afe726,http://choosewise.nwhu.on.ca/Facility/Details/580eae17-bbfd-49d6-9e84-92ffb3acc98c
19-Oct-2023,Required,0,0,,location.href = '/Inspection/Details/eaad1ac6-bd2d-4273-951d-ae5339f7171d' ,http://choosewise.nwhu.on.ca/Inspection/Details/eaad1ac6-bd2d-4273-951d-ae5339f7171d,http://choosewise.nwhu.on.ca/Facility/Details/580eae17-bbfd-49d6-9e84-92ffb3acc98c
13-Apr-2023,Required,0,0,,location.href = '/Inspection/Details/41e07655-21c4-4462-a700-52e84ec05ee3' ,http://choosewise.nwhu.on.ca/Inspection/Details/41e07655-21c4-4462-a700-52e84ec05ee3,http://choosewise.nwhu.on.ca/Facility/Details/580eae17-bbfd-49d6-9e84-92ffb3acc98c
29-Nov-2023,Required,1,0,,location.href = '/Inspection/Details/3a1976d2-aa76-466d-b864-bc409662d497' ,http://choosewise.nwhu.on.ca/Inspection/Details/3a1976d2-aa76-466d-b864-bc409662d497,http://choosewise.nwhu.on.ca/Facility/Details/1da01f0e-383b-49a4-a580-e0193a941c15
15-Aug-2023,Required,0,0,,location.href = '/Inspection/Details/9df82133-8240-4932-87bd-90140de59e72' ,http://choosewise.nwhu.on.ca/Inspection/Details/9df82133-8240-4932-87bd-90140de59e72,http://choosewise.nwhu.on.ca/Facility/Details/6182f2f2-ab63-43f4-924a-79a98c603c25
05-Dec-2023,Required,0,0,,location.href = '/Inspection/Details/075b689b-4f39-4a8a-8388-b7ee58eee404' ,http://choosewise.nwhu.on.ca/Inspection/Details/075b689b-4f39-4a8a-8388-b7ee58eee404,http://choosewise.nwhu.on.ca/Facility/Details/164cc60d-0cc4-421a-a6b2-b1285f7876bc
28-Jun-2023,Required,1,0,,location.href = '/Inspection/Details/873b1559-6a02-45bb-b7f0-484c049a4ad9' ,http://choosewise.nwhu.on.ca/Inspection/Details/873b1559-6a02-45bb-b7f0-484c049a4ad9,http://choosewise.nwhu.on.ca/Facility/Details/164cc60d-0cc4-421a-a6b2-b1285f7876bc
07-Jul-2023,Required,1,1,,location.href = '/Inspection/Details/52b9ccf1-57f1-497e-83c1-7dad2c524720' ,http://choosewise.nwhu.on.ca/Inspection/Details/52b9ccf1-57f1-497e-83c1-7dad2c524720,http://choosewise.nwhu.on.ca/Facility/Details/621c010e-f861-4da6-baf2-06fded0d149d
15-Jul-2022,Required,0,0,,location.href = '/Inspection/Details/7be5eb3d-24e7-41ba-a420-e136dca3e7bd' ,http://choosewise.nwhu.on.ca/Inspection/Details/7be5eb3d-24e7-41ba-a420-e136dca3e7bd,http://choosewise.nwhu.on.ca/Facility/Details/621c010e-f861-4da6-baf2-06fded0d149d
15-Mar-2024,Required,0,0,,location.href = '/Inspection/Details/6aa63a34-16aa-4dac-8497-1e6170adfd8c' ,http://choosewise.nwhu.on.ca/Inspection/Details/6aa63a34-16aa-4dac-8497-1e6170adfd8c,http://choosewise.nwhu.on.ca/Facility/Details/5e38ec11-d7e8-4e3c-87b4-37b7d52325a4
26-Jul-2023,Required,0,0,,location.href = '/Inspection/Details/73b06478-16a7-4913-aebd-9208285dfe2b' ,http://choosewise.nwhu.on.ca/Inspection/Details/73b06478-16a7-4913-aebd-9208285dfe2b,http://choosewise.nwhu.on.ca/Facility/Details/5e38ec11-d7e8-4e3c-87b4-37b7d52325a4
05-Feb-2024,Required,0,2,,location.href = '/Inspection/Details/53cf5d1b-d3a2-40fa-977f-88169671cdee' ,http://choosewise.nwhu.on.ca/Inspection/Details/53cf5d1b-d3a2-40fa-977f-88169671cdee,http://choosewise.nwhu.on.ca/Facility/Details/d7fa1093-2d0a-4e34-ad99-38749923c637
26-Jul-2023,Required,0,0,,location.href = '/Inspection/Details/f0bba648-d6ff-4516-8cf7-e04d4353ed1c' ,http://choosewise.nwhu.on.ca/Inspection/Details/f0bba648-d6ff-4516-8cf7-e04d4353ed1c,http://choosewise.nwhu.on.ca/Facility/Details/d7fa1093-2d0a-4e34-ad99-38749923c637
29-Nov-2023,Required,1,1,,location.href = '/Inspection/Details/fa73b2f5-1fba-44fd-84aa-0940038d696e' ,http://choosewise.nwhu.on.ca/Inspection/Details/fa73b2f5-1fba-44fd-84aa-0940038d696e,http://choosewise.nwhu.on.ca/Facility/Details/ad51f8fb-48ed-4364-a2aa-26d815e6642d
06-Jun-2023,Required,0,1,,location.href = '/Inspection/Details/7c80df0d-e1b0-4068-996d-7de0799556ce' ,http://choosewise.nwhu.on.ca/Inspection/Details/7c80df0d-e1b0-4068-996d-7de0799556ce,http://choosewise.nwhu.on.ca/Facility/Details/ad51f8fb-48ed-4364-a2aa-26d815e6642d
08-Dec-2023,Required,1,0,,location.href = '/Inspection/Details/1eea270a-c53f-46bc-97ea-5def03989757' ,http://choosewise.nwhu.on.ca/Inspection/Details/1eea270a-c53f-46bc-97ea-5def03989757,http://choosewise.nwhu.on.ca/Facility/Details/c0244a31-4361-4a5e-9295-f9304eca20f8
14-Jun-2023,Required,0,0,,location.href = '/Inspection/Details/91a4ba28-2466-4f71-9b4a-cb8464d8c3b3' ,http://choosewise.nwhu.on.ca/Inspection/Details/91a4ba28-2466-4f71-9b4a-cb8464d8c3b3,http://choosewise.nwhu.on.ca/Facility/Details/c0244a31-4361-4a5e-9295-f9304eca20f8
01-Nov-2022,Required,0,0,,location.href = '/Inspection/Details/437d7e4b-b67f-4579-ac9f-e1356b44e495' ,http://choosewise.nwhu.on.ca/Inspection/Details/437d7e4b-b67f-4579-ac9f-e1356b44e495,http://choosewise.nwhu.on.ca/Facility/Details/c0244a31-4361-4a5e-9295-f9304eca20f8
27-Mar-2024,Required,1,0,,location.href = '/Inspection/Details/01367269-324d-4be2-adb6-c2611196774f' ,http://choosewise.nwhu.on.ca/Inspection/Details/01367269-324d-4be2-adb6-c2611196774f,http://choosewise.nwhu.on.ca/Facility/Details/c140c3b2-0e89-40bf-8606-e49f0a97b692
02-Dec-2022,Required,1,1,,location.href = '/Inspection/Details/252cf5d2-ce94-4f4d-af2c-ed1646b5c909' ,http://choosewise.nwhu.on.ca/Inspection/Details/252cf5d2-ce94-4f4d-af2c-ed1646b5c909,http://choosewise.nwhu.on.ca/Facility/Details/c140c3b2-0e89-40bf-8606-e49f0a97b692
28-Feb-2020,Required,0,0,,location.href = '/Inspection/Details/ee772300-3aa8-42e0-bebc-e4f198b87700' ,http://choosewise.nwhu.on.ca/Inspection/Details/ee772300-3aa8-42e0-bebc-e4f198b87700,http://choosewise.nwhu.on.ca/Facility/Details/c140c3b2-0e89-40bf-8606-e49f0a97b692
27-Mar-2024,Required,0,1,,location.href = '/Inspection/Details/2ae9a404-d1b9-4b17-b0a7-7af050873469' ,http://choosewise.nwhu.on.ca/Inspection/Details/2ae9a404-d1b9-4b17-b0a7-7af050873469,http://choosewise.nwhu.on.ca/Facility/Details/7ad804ad-6313-4696-a996-a0814e750452
02-Dec-2022,Required,1,0,,location.href = '/Inspection/Details/7e92bd72-05d4-41aa-8c75-9fc903dd4604' ,http://choosewise.nwhu.on.ca/Inspection/Details/7e92bd72-05d4-41aa-8c75-9fc903dd4604,http://choosewise.nwhu.on.ca/Facility/Details/7ad804ad-6313-4696-a996-a0814e750452
28-Feb-2020,Required,0,0,,location.href = '/Inspection/Details/accf488d-475b-43cd-8ce1-240c8e77c92a' ,http://choosewise.nwhu.on.ca/Inspection/Details/accf488d-475b-43cd-8ce1-240c8e77c92a,http://choosewise.nwhu.on.ca/Facility/Details/7ad804ad-6313-4696-a996-a0814e750452
03-Apr-2024,Required,0,0,,location.href = '/Inspection/Details/80727c5a-bea7-40a5-9303-45fb74d7b827' ,http://choosewise.nwhu.on.ca/Inspection/Details/80727c5a-bea7-40a5-9303-45fb74d7b827,http://choosewise.nwhu.on.ca/Facility/Details/3cd8e9b6-8012-4f20-9ec2-157dff1526ad
01-Nov-2023,Required,0,0,,location.href = '/Inspection/Details/e5c60cd3-8f2b-4a2e-8dd3-673c06dc1aaa' ,http://choosewise.nwhu.on.ca/Inspection/Details/e5c60cd3-8f2b-4a2e-8dd3-673c06dc1aaa,http://choosewise.nwhu.on.ca/Facility/Details/3cd8e9b6-8012-4f20-9ec2-157dff1526ad
16-Feb-2023,Required,0,0,,location.href = '/Inspection/Details/0e1427f0-6114-425d-aabb-d799593d466e' ,http://choosewise.nwhu.on.ca/Inspection/Details/0e1427f0-6114-425d-aabb-d799593d466e,http://choosewise.nwhu.on.ca/Facility/Details/3cd8e9b6-8012-4f20-9ec2-157dff1526ad
24-Mar-2021,Required,0,0,,location.href = '/Inspection/Details/7d65e74f-d673-4a04-93bf-b7cf07ae1f55' ,http://choosewise.nwhu.on.ca/Inspection/Details/7d65e74f-d673-4a04-93bf-b7cf07ae1f55,http://choosewise.nwhu.on.ca/Facility/Details/3cd8e9b6-8012-4f20-9ec2-157dff1526ad
10-Nov-2020,Required,0,0,,location.href = '/Inspection/Details/459c7fc2-f262-4e56-9f76-16ebfe2ffa1b' ,http://choosewise.nwhu.on.ca/Inspection/Details/459c7fc2-f262-4e56-9f76-16ebfe2ffa1b,http://choosewise.nwhu.on.ca/Facility/Details/3cd8e9b6-8012-4f20-9ec2-157dff1526ad
15-Mar-2024,Required,0,0,,location.href = '/Inspection/Details/8db7d664-ef73-4e71-801e-8ea3db80dda7' ,http://choosewise.nwhu.on.ca/Inspection/Details/8db7d664-ef73-4e71-801e-8ea3db80dda7,http://choosewise.nwhu.on.ca/Facility/Details/212173e8-8045-45e4-a91c-2198ddc18a97
13-Feb-2023,Required,0,0,,location.href = '/Inspection/Details/a0a3b224-2507-46af-a5a6-ae7d354f7576' ,http://choosewise.nwhu.on.ca/Inspection/Details/a0a3b224-2507-46af-a5a6-ae7d354f7576,http://choosewise.nwhu.on.ca/Facility/Details/212173e8-8045-45e4-a91c-2198ddc18a97
03-Jun-2022,Required,0,0,,location.href = '/Inspection/Details/a96e150a-ee22-4238-8801-e6dd34457c39' ,http://choosewise.nwhu.on.ca/Inspection/Details/a96e150a-ee22-4238-8801-e6dd34457c39,http://choosewise.nwhu.on.ca/Facility/Details/212173e8-8045-45e4-a91c-2198ddc18a97
14-Feb-2024,Follow-up,0,0,,location.href = '/Inspection/Details/ed5428ed-3407-4520-9d2f-4ece245eca0d' ,http://choosewise.nwhu.on.ca/Inspection/Details/ed5428ed-3407-4520-9d2f-4ece245eca0d,http://choosewise.nwhu.on.ca/Facility/Details/ad1fc3c5-743b-4b70-9e9e-edbe3bc97f2a
06-Feb-2024,Required,2,2,,location.href = '/Inspection/Details/15f4eac1-0760-4c61-9498-34bfda406f09' ,http://choosewise.nwhu.on.ca/Inspection/Details/15f4eac1-0760-4c61-9498-34bfda406f09,http://choosewise.nwhu.on.ca/Facility/Details/ad1fc3c5-743b-4b70-9e9e-edbe3bc97f2a
01-Nov-2023,Required,0,2,,location.href = '/Inspection/Details/4199b7a0-1fc7-4b71-92eb-a535d3d88f5f' ,http://choosewise.nwhu.on.ca/Inspection/Details/4199b7a0-1fc7-4b71-92eb-a535d3d88f5f,http://choosewise.nwhu.on.ca/Facility/Details/ad1fc3c5-743b-4b70-9e9e-edbe3bc97f2a
29-Mar-2023,Required,1,3,,location.href = '/Inspection/Details/b9f41199-05fe-4f5c-a7dd-ee49258ed4ac' ,http://choosewise.nwhu.on.ca/Inspection/Details/b9f41199-05fe-4f5c-a7dd-ee49258ed4ac,http://choosewise.nwhu.on.ca/Facility/Details/ad1fc3c5-743b-4b70-9e9e-edbe3bc97f2a
